F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
               Health,"112,838,281",0.21,"950,153",0.12,"235,442",0.38,"931,396",0.12,"280,080",2.08,"29,906,300",0.56,"955,211",0.24,"1,027,887",0.48,"525,068",0.00,"670,833",0.00,"6,751,628",0.81,"2,030,669",1.31,"633,872",0.00,"350,593",0.19,"2,148,819",2.05,"1,052,369",0.53,"383,350",5.09,"722,966",1.17,"779,275",1.90,"800,554",0.16,"303,301",1.67,"1,839,047",0.01,"1,958,998",0.62,"4,328,022",1.85,"1,336,381",1.32,"415,127",0.30,"2,467,433",0.33,"408,804",0.50,"324,769",0.29,"440,780",0.00,"166,140",0.97,"2,480,017",0.30,"523,385",0.05,"7,317,572",0.68,"4,218,463",0.58,"226,598",2.89,"3,390,984",1.30,"1,139,164",0.72,"1,816,186",1.24,"5,936,236",0.25,"275,449",0.00,"1,515,657",0.68,"122,739",0.86,"1,833,931",0.58,"6,280,552",0.85,"913,477",0.11,"412,373",0.32,"2,608,364",1.62,"4,571,525",0.27,"265,321",0.50,"1,446,025",2.71,"418,998",0.18
               Employment security administration,"3,898,868",0.00,"98,175",0.00,"32,654",0.00,"111,914",0.00,"93,953",0.00,"283,798",0.00,"42,042",0.00,"20,925",0.00,"17,166",0.00,"43,743",0.00,"308,238",0.00,"25,660",0.00,"7,526",0.00,"7,517",0.00,"44,514",0.00,"83,567",0.00,"50,511",0.00,"31,504",0.00,"111,066",0.00,"120,655",0.00,"57,250",0.00,"42,238",0.00,"215,600",0.00,"184,312",0.00,"45,110",0.00,"36,272",0.00,"39,388",0.00,"46,290",0.00,"41,131",0.00,"58,974",0.00,"22,946",0.00,"190,068",0.00,"10,328",0.00,"211,818",0.00,"119,630",0.00,"15,546",0.00,"117,544",0.00,"74,933",0.00,"53,529",0.00,"99,877",0.00,"42,494",0.00,"63,244",0.00,"11,567",0.00,"54,920",0.00,"94,876",0.00,"10,275",0.00,"1,700",0.00,"74,435",0.00,"194,111",0.00,"20,273",0.00,"88,604",0.00,"24,457",0.00
               Veterans' services,"1,475,515",0.00,"6,934",0.00,0,0.00,"10,732",0.00,"1,832",0.00,"22,137",0.00,"6,327",0.00,"26,267",0.00,0,0.00,0,0.00,"12,319",0.00,"14,190",0.00,0,0.00,0,0.00,"19,489",0.00,"11,410",0.00,"1,726",0.00,"11,777",0.00,"55,901",0.00,"7,800",0.00,617,0.00,"2,494",0.00,"5,955",0.00,0,0.00,"20,543",0.00,"33,819",0.00,927,0.00,"2,394",0.00,"3,180",0.00,599,0.00,"1,395",0.00,"13,877",0.00,"4,518",0.00,"6,369",0.00,"23,510",0.00,630,0.00,"34,250",0.00,"14,645",0.00,"7,483",0.00,"6,936",0.00,0,0.00,0,0.00,"1,845",0.00,"6,277",0.00,"979,555",0.00,"4,102",0.00,"1,083",0.00,"39,460",0.00,"13,981",0.00,"10,771",0.00,"25,441",0.00,18,0.00
     Transportation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Highways,"202,751,755",0.23,"2,653,153",0.57,"1,294,366",0.18,"2,868,530",0.34,"1,711,951",1.13,"20,046,391",1.17,"3,188,045",0.45,"2,114,002",1.12,"819,663",0.14,"610,896",0.00,"12,131,708",0.57,"4,378,028",0.82,"820,827",0.00,"1,230,065",1.69,"7,478,787",3.20,"3,396,516",0.71,"3,037,850",1.31,"1,640,274",1.93,"2,273,915",0.44,"2,173,512",0.95,"956,556",2.26,"3,727,054",0.08,"3,221,448",0.63,"5,201,703",1.93,"5,005,507",1.43,"1,750,382",0.66,"2,583,419",1.44,"970,634",0.62,"1,697,986",2.74,"1,958,542",0.07,"754,910",1.81,"4,654,390",2.34,"1,033,225",1.09,"14,092,192",0.69,"6,578,290",0.16,"1,248,663",1.33,"5,998,183",1.17,"2,789,890",0.55,"2,310,837",0.74,"11,422,700",1.10,"658,844",0.00,"2,242,536",0.18,"973,820",1.93,"2,729,072",0.59,"23,823,645",0.43,"2,188,969",0.21,"673,680",3.08,"5,899,357",0.20,"4,787,193",1.54,"1,539,305",0.09,"4,722,485",1.71,"687,860",3.48
                    Capital outlay,"117,141,290",0.28,"1,390,869",0.34,"689,392",0.01,"1,634,846",0.07,"929,428",0.24,"7,334,805",1.78,"1,455,852",0.84,"1,077,312",0.62,"551,233",0.00,"452,281",0.00,"8,160,935",0.31,"2,550,446",0.67,"378,124",0.00,"732,411",1.71,"4,240,875",5.48,"1,999,469",0.68,"1,621,601",1.74,"784,292",1.81,"1,353,348",0.33,"1,263,954",1.47,"327,587",4.90,"1,967,619",0.03,"1,542,567",0.83,"1,897,635",0.61,"2,944,247",1.82,"862,933",0.13,"1,297,098",1.45,"461,625",0.44,"869,542",2.70,"1,117,405",0.00,"277,548",0.29,"2,774,969",3.25,"558,062",1.90,"8,882,580",0.55,"4,843,381",0.07,"750,630",0.71,"3,681,880",1.00,"1,902,915",0.19,"877,962",1.20,"7,485,025",0.81,"422,323",0.00,"1,421,369",0.06,"524,269",0.19,"1,508,296",0.57,"17,884,830",0.33,"1,201,108",0.31,"272,956",1.70,"3,556,714",0.03,"2,431,211",2.86,"832,811",0.00,"2,796,200",1.74,"364,522",6.53
               Air transportation (airports),"31,615,997",0.19,"168,732",3.57,"397,880",0.03,"769,380",0.02,"115,417",0.64,"6,114,770",0.57,"866,357",0.01,"44,788",0.00,"7,902",0.00,0,0.00,"2,589,423",0.38,"900,470",0.32,"747,912",0.00,"49,709",0.51,"1,814,437",0.05,"289,461",0.07,"121,554",0.55,"89,233",0.50,"219,908",0.08,"528,967",0.43,"61,808",1.61,"288,518",0.01,"708,545",0.02,"569,986",0.88,"582,801",0.47,"65,663",2.83,"364,977",0.19,"51,396",1.09,"103,660",0.05,"452,722",0.00,"45,795",2.24,"39,377",3.42,"72,553",0.91,"3,151,392",0.39,"923,597",0.05,"174,814",1.53,"390,402",0.79,"146,724",1.53,"424,279",0.06,"676,259",0.06,"33,775",0.00,"220,675",0.38,"78,679",1.06,"746,199",0.23,"1,957,637",0.57,"860,273",0.00,"44,535",0.00,"871,357",0.07,"1,180,957",3.83,"69,733",6.43,"297,875",1.14,"122,734",0.05
               Parking facilities,"2,206,749",0.49,"16,303",0.00,"27,108",0.43,"10,309",0.27,"3,341",0.32,"512,817",1.23,"53,875",0.19,"61,490",0.55,"11,283",0.00,"35,508",0.00,"226,478",2.64,"8,954",0.00,"3,353",0.00,802,0.00,"45,713",2.56,"17,743",14.31,"30,477",0.18,"5,532",0.00,"31,780",0.00,"16,164",0.00,"6,819",0.92,"50,564",1.04,"21,701",6.20,"58,971",2.02,"66,923",0.14,"2,724",0.00,"20,335",0.58,"6,968",0.00,"14,664",0.00,"11,283",0.00,"18,097",0.00,"61,354",1.46,"9,233",0.00,"88,419",1.56,"63,707",1.88,"8,411",5.48,"52,565",0.42,"11,464",2.64,"29,956",6.29,"207,024",2.23,"2,282",0.00,"52,055",0.63,"3,610",2.31,"27,862",0.57,"35,355",0.01,176,0.00,"5,725",2.75,"62,639",0.63,"20,149",0.14,"7,603",0.00,"57,518",2.69,"1,563",0.00
               Sea and inland port facilities,"7,011,444",0.60,"155,826",0.00,"139,381",0.97,0,0.00,"4,837",2.76,"1,560,230",0.36,0,0.00,"1,591",4.31,"33,847",0.00,0,0.00,"554,087",5.51,"507,601",0.00,"109,703",0.00,"1,906",0.00,"6,456",0.00,"22,111",0.00,22,0.00,0,0.00,"23,526",16.78,"394,058",0.34,"8,074",0.84,"142,265",0.00,"118,607",0.02,"53,513",0.11,"57,684",0.00,"57,707",4.05,"3,135",0.00,"1,426",0.00,0,0.00,0,0.00,"1,102",0.00,"98,777",0.00,0,0.00,"341,990",5.41,"86,550",0.00,0,0.00,"21,696",0.00,"9,618",0.00,"126,607",0.00,"12,915",16.30,"2,502",0.00,"444,856",0.00,0,0.00,"1,519",0.00,"727,394",2.62,0,0.00,0,0.00,"577,211",0.03,"578,947",1.60,"1,407",0.00,"20,761",0.00,0,0.00
     Public safety:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Police protection,"123,057,057",0.31,"1,350,703",1.42,"383,326",1.14,"2,885,044",0.54,"709,273",1.14,"20,609,112",1.19,"2,117,477",0.98,"1,246,334",1.10,"373,219",1.23,"657,169",0.00,"9,266,340",1.22,"2,943,596",1.18,"506,957",0.00,"477,362",0.90,"5,599,435",1.55,"1,553,871",1.58,"874,584",1.96,"1,026,649",1.86,"818,618",0.84,"1,619,988",1.01,"328,205",1.56,"2,966,081",0.34,"2,356,586",1.21,"2,795,036",1.71,"2,329,652",1.28,"782,916",1.27,"2,083,211",2.54,"350,823",1.06,"557,077",2.29,"1,403,437",0.04,"486,833",4.27,"3,704,906",2.35,"766,621",1.32,"10,745,601",0.61,"3,400,504",0.84,"239,431",1.72,"3,931,325",1.71,"1,094,437",1.58,"1,509,894",1.33,"4,433,170",2.75,"498,047",0.00,"1,390,348",1.28,"221,370",1.65,"2,265,609",1.06,"8,818,557",1.52,"902,936",1.43,"213,891",1.58,"2,553,523",0.74,"2,347,883",2.16,"434,084",1.36,"1,899,912",1.38,"226,092",1.74
               Fire protection,"55,630,555",0.89,"536,407",1.32,"228,239",0.50,"1,425,257",0.67,"315,024",1.66,"9,971,813",3.40,"1,614,812",7.70,"599,252",2.85,"37,185",0.19,"307,370",0.00,"4,514,722",1.17,"1,309,855",1.78,"268,782",0.00,"246,645",5.40,"2,494,592",3.34,"911,941",4.18,"289,725",1.41,"387,971",1.72,"392,081",3.90,"685,746",0.97,"187,803",2.88,"1,287,888",0.25,"1,392,052",1.58,"1,243,397",4.89,"538,295",3.12,"303,333",3.36,"1,287,016",15.62,"147,729",6.89,"276,186",2.39,"594,500",0.01,"258,344",5.37,"1,000,046",8.00,"323,158",1.03,"4,102,085",2.87,"1,156,378",1.12,"86,564",2.59,"2,153,614",4.78,"632,528",1.56,"1,186,936",8.05,"848,336",3.33,"314,940",1.38,"575,675",1.53,"71,576",0.69,"843,336",1.00,"3,861,501",1.99,"355,937",0.98,"78,206",4.74,"1,515,352",0.78,"1,525,552",5.37,"132,364",0.62,"723,354",2.26,"89,151",1.52
               Correction,"82,516,603",0.12,"824,534",0.62,"338,387",0.01,"1,842,447",0.00,"523,431",0.76,"15,146,221",0.08,"1,406,778",0.05,"646,430",0.00,"358,863",0.00,"257,240",0.00,"4,937,810",0.15,"2,175,217",1.12,"241,512",0.00,"449,654",0.39,"2,378,307",0.22,"1,111,208",0.70,"461,451",2.37,"524,941",2.83,"913,068",2.69,"979,553",0.59,"251,380",3.49,"1,959,849",0.04,"1,605,155",0.00,"2,580,288",0.26,"1,137,098",1.95,"517,473",2.22,"972,461",1.19,"258,574",0.31,"555,562",2.29,"811,444",0.00,"219,888",0.00,"2,211,217",0.01,"801,110",0.14,"6,253,231",0.15,"2,129,973",0.79,"173,389",0.90,"2,353,619",0.36,"776,227",1.07,"1,464,186",1.69,"3,775,661",0.37,"251,473",0.00,"787,209",0.42,"201,272",4.36,"1,177,504",0.50,"6,252,452",0.88,"600,821",0.02,"143,334",0.00,"2,830,999",1.79,"1,810,019",0.67,"396,573",0.65,"1,516,586",0.52,"223,525",0.64
                    Capital outlay,"2,182,523",1.19,"19,778",0.00,"8,970",0.00,"97,121",0.00,"15,543",0.00,"428,490",0.66,"9,393",0.00,"3,130",0.00,"4,408",0.00,"4,919",0.00,"137,512",0.01,"57,433",0.73,"1,648",0.00,"8,617",0.00,"37,247",0.12,"14,680",4.56,"2,668",0.00,"15,790",0.44,"10,684",28.27,"24,078",0.00,"2,749",0.00,"31,855",0.00,"65,201",0.00,"61,682",0.00,"40,334",48.45,"7,262",0.00,"12,715",0.00,"5,102",0.00,"12,787",0.30,"27,982",0.00,"4,199",0.00,"33,644",0.00,"10,619",0.00,"174,874",0.18,"97,485",16.39,"7,372",0.00,"159,771",0.29,"19,946",21.71,"26,005",2.75,"47,643",1.48,"10,489",0.00,"17,208",0.25,"1,975",0.00,"32,298",1.37,"96,349",0.76,"52,048",0.00,"1,178",0.00,"112,478",0.00,"60,074",2.52,"4,801",0.00,"27,611",0.59,"14,677",0.00
               Protective inspection and regulation,"15,671,910",0.53,"172,773",0.98,"44,191",0.00,"217,527",0.18,"100,570",0.12,"4,877,945",1.59,"128,464",0.55,"101,661",0.65,"74,551",0.43,"126,409",0.00,"943,691",1.48,"153,450",1.15,"73,644",0.00,"76,549",1.19,"243,556",1.85,"142,312",0.11,"111,437",1.10,"83,929",0.12,"137,740",0.21,"116,172",0.16,"53,234",0.86,"289,450",0.50,"346,789",2.71,"566,483",2.15,"157,383",0.66,"100,864",0.07,"118,003",1.46,"41,171",0.09,"76,596",0.96,"205,806",0.00,"69,845",2.57,"485,679",1.97,"59,207",0.00,"773,519",1.15,"355,025",0.52,"41,268",0.04,"337,198",0.73,"166,886",0.27,"402,804",0.76,"415,710",2.49,"34,745",0.00,"149,599",0.74,"37,630",0.65,"152,058",0.24,"927,764",1.57,"101,586",1.40,"35,595",0.00,"317,224",0.38,"569,600",0.72,"79,454",0.11,"239,845",1.15,"37,318",0.21
     Environment and housing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Natural resources,"35,722,012",1.26,"247,371",0.84,"403,454",0.00,"507,042",3.86,"328,738",1.06,"8,459,380",1.74,"626,921",0.02,"198,962",0.09,"75,169",0.71,"101,345",0.00,"4,905,874",7.29,"687,207",4.08,"147,594",0.00,"373,146",1.08,"673,975",0.03,"493,188",0.96,"567,024",2.10,"272,099",0.98,"493,561",1.04,"968,136",0.23,"155,224",0.17,"792,865",0.03,"272,303",0.66,"467,524",0.00,"905,725",1.81,"296,831",1.39,"340,756",0.00,"325,312",0.23,"288,993",0.55,"309,424",1.26,"60,541",1.51,"487,118",0.01,"332,678",1.32,"709,957",2.22,"875,910",0.74,"298,235",0.57,"517,899",5.41,"184,386",0.03,"712,415",0.45,"801,239",0.67,"88,860",0.03,"252,054",0.22,"175,187",0.42,"431,564",0.76,"1,926,177",11.45,"329,171",0.45,"119,516",0.00,"311,160",0.09,"1,320,155",1.02,"229,894",0.45,"658,937",1.10,"213,817",4.18
                    Capital outlay,"7,351,979",5.58,"14,520",0.00,"26,635",0.00,"77,854",0.00,"25,070",0.00,"1,948,833",5.60,"91,819",0.00,"35,467",0.00,"5,150",0.00,"5,162",0.00,"1,517,366",23.37,"83,244",0.00,"21,612",0.00,"66,839",0.09,"107,046",0.00,"28,733",0.17,"134,875",0.24,"21,681",0.40,"46,529",0.00,"368,591",0.43,"11,410",0.00,"227,756",0.00,"44,369",0.02,"30,994",0.00,"141,478",3.23,"33,848",0.00,"28,561",0.00,"11,690",0.00,"47,989",0.30,"111,643",0.00,"11,130",0.00,"53,455",0.00,"53,389",0.17,"149,784",4.37,"93,129",0.01,"35,857",2.67,"40,369",0.13,"23,028",0.00,"114,453",0.00,"108,517",0.00,"10,210",0.00,"24,128",0.00,"8,733",0.00,"35,297",0.00,"745,745",23.48,"52,825",0.36,"5,939",0.00,"43,954",0.00,"323,623",3.20,"27,550",0.00,"62,976",9.50,"11,122",0.47
               Parks and recreation,"48,820,311",0.50,"493,863",1.54,"125,016",1.00,"940,530",1.02,"275,009",0.92,"7,037,780",2.25,"1,696,548",0.77,"305,682",2.06,"94,196",0.54,"359,510",0.00,"3,762,035",1.48,"1,128,770",1.73,"306,186",0.00,"205,669",0.71,"3,070,040",3.51,"572,359",0.85,"431,920",3.31,"386,230",0.99,"376,889",0.65,"791,015",1.14,"96,228",2.97,"1,080,421",0.30,"545,352",2.19,"1,017,459",2.84,"1,299,757",1.25,"258,889",0.66,"791,864",0.97,"127,044",0.81,"292,132",2.49,"1,552,676",0.01,"109,524",5.63,"736,436",5.12,"330,375",0.42,"3,138,922",0.82,"1,298,129",2.29,"272,234",6.06,"1,651,022",1.91,"599,808",0.85,"790,466",0.99,"1,100,735",3.03,"82,205",0.24,"643,337",1.50,"157,224",0.56,"695,697",0.48,"3,268,301",2.79,"664,576",0.84,"68,692",1.43,"1,188,891",0.25,"1,481,769",3.36,"221,463",0.66,"756,965",2.06,"142,469",1.67
                    Capital outlay,"11,563,295",1.19,"95,137",5.75,"15,408",1.01,"177,913",0.05,"53,180",1.20,"1,115,369",7.16,"424,411",1.69,"53,515",1.87,"27,477",0.00,"110,440",0.00,"929,968",2.95,"305,806",5.13,"84,365",0.00,"44,677",2.32,"505,872",8.74,"104,390",0.26,"76,544",12.49,"108,687",1.51,"49,659",2.56,"153,507",5.56,"6,717",3.12,"68,464",2.92,"128,005",1.24,"196,505",3.00,"259,447",4.07,"64,009",0.08,"218,141",1.20,"36,078",0.37,"106,150",4.47,"1,037,855",0.00,"4,039",0.00,"95,206",4.56,"67,274",0.00,"962,558",0.84,"383,295",4.70,"50,483",7.54,"386,781",5.95,"248,933",1.34,"126,964",3.19,"220,409",8.25,"3,363",0.00,"126,332",3.75,"26,990",0.00,"134,315",0.20,"1,030,523",8.00,"171,775",1.60,"8,683",0.00,"216,393",0.14,"504,476",6.55,"25,383",0.00,"182,581",4.74,"28,846",1.44
               Housing and community development,"57,808,038",0.43,"572,028",6.30,"233,344",1.22,"557,161",0.45,"244,228",8.56,"9,423,888",2.09,"1,162,838",2.77,"758,592",0.86,"172,371",0.02,"1,182,490",0.00,"2,670,481",1.91,"1,066,452",5.90,"327,178",0.00,"211,852",3.68,"2,105,511",1.17,"988,837",3.97,"264,908",2.34,"213,997",2.66,"460,949",0.02,"582,266",1.68,"300,917",5.48,"1,631,886",0.10,"2,986,384",1.48,"1,062,986",1.39,"1,113,283",2.48,"324,057",0.70,"764,146",0.40,"82,129",0.49,"280,970",7.03,"307,063",0.00,"226,064",0.46,"1,382,442",2.45,"182,699",2.22,"8,076,478",0.06,"1,727,423",0.78,"92,842",10.21,"2,091,420",0.96,"644,562",0.44,"804,213",0.20,"2,132,902",1.16,"273,256",10.61,"573,865",0.36,"92,339",0.17,"804,893",0.29,"2,927,950",1.43,"487,160",1.93,"163,034",3.36,"1,055,674",0.15,"1,474,298",4.06,"171,177",1.38,"352,822",2.82,"17,333",0.00
               Sewerage,"62,799,634",0.86,"521,297",0.99,"159,432",0.71,"765,062",0.99,"301,510",1.03,"9,687,472",4.12,"1,339,987",4.64,"647,498",1.49,"263,538",0.89,"449,454",0.00,"4,093,892",1.41,"1,275,639",2.36,"444,408",0.00,"252,585",0.95,"1,598,663",3.38,"1,350,939",0.97,"742,564",2.91,"421,220",1.30,"1,059,699",0.23,"619,940",1.42,"222,533",5.56,"1,677,017",0.84,"1,489,942",4.81,"2,631,679",1.96,"1,021,336",2.85,"293,140",1.54,"1,214,081",1.02,"160,994",1.87,"399,328",3.72,"412,396",2.85,"251,943",5.69,"1,573,096",4.31,"189,800",5.59,"4,150,226",3.17,"1,227,424",1.45,"79,805",0.93,"2,872,581",1.27,"376,704",4.14,"1,113,279",3.45,"2,890,983",6.74,"189,429",0.04,"788,462",2.31,"106,003",4.07,"869,383",0.65,"4,758,557",4.20,"470,955",4.54,"96,444",1.38,"1,604,199",0.63,"2,166,122",3.32,"256,671",1.91,"1,174,608",3.89,"75,714",2.26
                    Capital outlay,"21,891,550",1.01,"208,232",1.10,"71,776",0.09,"232,252",2.00,"96,975",0.58,"3,202,466",2.73,"604,213",10.05,"277,405",0.97,"125,941",0.00,"264,880",0.00,"986,877",1.73,"106,933",0.21,"251,419",0.00,"98,046",1.88,"625,700",7.63,"539,260",1.06,"306,147",6.74,"97,562",0.50,"693,089",0.03,"195,742",2.72,"59,477",1.69,"522,776",0.00,"563,414",12.18,"455,569",6.46,"228,082",11.02,"105,266",0.37,"510,423",0.99,"83,342",3.04,"244,882",5.87,"100,145",0.00,"108,186",0.00,"312,220",3.25,"59,421",0.00,"2,479,481",5.12,"507,895",2.45,"24,135",0.00,"1,255,140",1.65,"106,250",3.03,"437,205",1.12,"661,978",8.83,"40,634",0.00,"357,196",0.40,"47,158",0.00,"262,486",0.67,"1,695,315",4.60,"146,194",0.78,"31,942",0.00,"572,625",0.55,"704,926",4.97,"74,118",0.40,"127,444",1.72,"21,312",0.52
               Solid waste management,"27,717,333",0.75,"342,836",3.24,"120,233",1.15,"497,344",0.51,"244,868",3.45,"3,881,239",4.02,"127,473",2.25,"286,699",4.83,"103,801",0.52,"137,545",0.00,"2,998,844",1.37,"790,236",2.60,"289,784",0.00,"208,756",0.86,"620,608",2.59,"312,194",1.00,"337,047",1.49,"181,484",4.64,"227,449",2.10,"330,486",1.15,"122,456",3.76,"714,729",0.48,"391,435",2.37,"546,819",4.26,"469,918",3.31,"198,842",1.34,"162,173",1.70,"83,902",1.86,"112,553",3.31,"34,757",0.39,"129,872",3.77,"933,405",4.10,"220,078",0.45,"3,460,190",1.32,"877,819",2.11,"76,312",0.84,"590,701",2.16,"269,611",3.95,"167,351",1.87,"901,599",3.92,"117,234",0.00,"480,063",1.98,"56,266",3.61,"552,779",9.26,"1,675,106",4.33,"218,426",1.45,"39,271",4.04,"677,990",1.78,"804,046",4.53,"66,064",1.17,"431,797",3.84,"94,843",3.41
                    Capital outlay,"2,291,526",0.69,"31,710",0.73,"20,789",0.00,"63,724",0.18,"19,108",1.48,"157,988",6.70,"9,617",0.00,"19,166",0.00,"12,328",0.00,"14,038",0.00,"241,338",0.02,"29,527",1.74,"23,214",0.00,"33,216",2.52,"216,709",4.09,"17,081",3.09,"33,854",2.24,"11,378",6.81,"19,410",0.00,"7,416",0.00,"11,650",0.00,"2,284",0.00,"11,192",1.85,"50,403",2.04,"33,926",1.08,"8,358",4.68,"17,341",0.26,"12,132",2.16,"17,692",1.01,"1,619",0.00,"9,904",0.00,"39,531",0.00,"19,767",0.00,"424,407",0.70,"72,413",0.95,"9,877",0.00,"44,919",1.55,"19,589",0.00,"7,493",0.31,"78,577",5.98,"26,343",0.00,"58,425",1.17,"8,016",0.00,"38,818",4.33,"136,015",3.10,"8,571",0.00,"2,177",0.00,"71,354",0.02,"30,821",6.85,"1,454",0.00,"8,940",4.51,"25,910",0.81
     Governmental administration:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Financial administration,"50,812,057",0.22,"680,317",1.05,"388,968",0.45,"563,233",0.64,"650,411",0.66,"5,015,829",0.59,"1,201,551",0.98,"608,809",1.93,"246,483",0.33,"306,211",0.00,"3,760,547",0.81,"1,342,949",1.27,"283,715",0.00,"299,309",1.11,"2,003,865",3.78,"593,095",0.90,"406,712",1.71,"421,125",1.65,"516,265",0.49,"744,987",1.04,"355,878",1.04,"1,095,913",0.14,"1,220,746",0.66,"1,572,603",0.87,"1,567,386",1.26,"500,387",1.09,"714,992",1.05,"224,508",0.54,"291,161",1.80,"341,424",0.24,"602,094",1.16,"1,434,196",1.13,"361,196",1.32,"3,805,313",0.67,"1,517,439",0.72,"157,569",2.06,"2,197,474",1.48,"509,715",1.67,"993,848",0.81,"2,022,180",0.57,"211,723",0.00,"623,933",0.59,"179,631",1.81,"1,064,411",0.93,"2,724,379",1.10,"638,296",0.18,"107,029",1.93,"1,686,117",0.38,"885,612",1.99,"425,125",0.42,"557,843",1.11,"187,556",0.91
