Year,State,Parks and recreation,Insurance trust expenditure,Water supply,Judicial and legal,Correction,Unemployment compensation,Highways,Education,Financial administration,Other insurance trust,Electric power,Housing and community development,Interest on general debt,Libraries,Miscellaneous commercial activities,Solid waste management,Workers' compensation,Public welfare,Natural resources,Other governmental administration,General public buildings,Sewerage,Employee retirement,Health,Protective inspection and regulation,Parking facilities,Air transportation (airports),Utility expenditure,Gas supply,Sea and inland port facilities,Fire protection,Transit,Other and unallocable,Hospitals,Police protection,Employment security administration,Veterans' services,Liquor store expenditure
2016,South Dakota,160351,584729,156213,90110,182555,26347,1047562,2454389,186526,0,193485,99798,181673,31630,31376,49235,1726,1120559,167664,91686,54485,108326,556656,177857,31549,4137,44712,375339,12319,0,66569,13322,282088,101037,201266,22896,1415,16830
2016,Virginia,1086105,6026014,1268685,1027918,2686591,404643,5580220,25549196,1155076,0,340818,1035315,2343733,329073,13601,602733,4425,11519079,266994,694170,746762,1647493,5616946,2218933,298831,68237,678437,2996782,170741,451862,1263557,1216538,2457910,5087316,2368355,84311,17482,596542
2016,Connecticut,274268,5496922,412434,729646,682862,687975,2572009,13638621,679403,0,426739,886082,1879583,174148,4706,298144,26546,3853992,283448,747551,120898,642347,4782401,961129,105197,48247,41333,1501501,21611,2313,579636,640717,2872374,1392930,1249334,23386,30905,0
2016,Iowa,327939,2524535,613501,351255,443716,434566,2587060,11006220,439813,0,530361,258115,613045,141569,55820,285352,6466,6135176,414876,218980,141766,508695,2083503,413990,98215,21864,102694,1297737,51338,7,258675,102537,1368010,3540545,778945,50979,1461,200372
2016,New York,2954433,33908584,3013425,4143963,6361562,2332413,11710010,82515766,3617265,0,6218780,5698573,13726691,1016813,31555,2833775,1468477,65094779,589726,1303129,1459424,3362770,30107694,6759418,911823,91951,2586614,28921935,12255,288787,3813427,19677475,21454080,16600961,9923400,195815,11048,0
2016,Alaska,117226,1362870,154509,254253,339537,132158,1590169,3542512,356156,0,452327,346156,282646,46079,285377,142848,4875,2238872,427450,295111,90046,114002,1225837,244403,39161,1646,296850,830825,170295,170528,220101,53694,1333042,462159,368170,37939,0,3065
2016,North Dakota,241943,778524,397320,112483,173969,205067,1800565,3221032,134566,0,23695,80039,175251,18310,230788,68250,197468,1532130,221723,95912,40469,131475,375989,183127,36215,4433,64762,436899,295,0,59250,15589,594704,48053,195776,17368,4879,0
2016,Minnesota,1115509,5490880,711863,747520,987019,836710,4975369,18245878,854095,0,1463069,1026932,1666141,246657,44693,360767,45950,15237715,840674,632287,447539,909965,4608220,1168501,186140,63067,378213,2834570,102656,47471,487954,556982,1820828,2118844,1908285,47134,13351,277746
2016,Florida,2996531,11426528,4223028,2518119,4447036,452374,10319717,41501078,2453079,0,4552410,2286631,4156513,567323,786570,2536450,56876,26441109,3109422,1226455,310232,3488479,10917278,5131836,745407,192848,2587365,10945998,215152,653036,3816152,1955408,6138777,8809795,7869704,304175,10769,0
2016,Kentucky,349776,4468502,982360,629502,903547,343923,2766636,12550355,489452,0,634094,452178,1401365,148250,65771,226005,229562,11209220,431316,482802,96894,670197,3895017,836592,100354,23049,230229,2102929,290035,34387,372695,196440,1061219,2429443,761990,133876,59639,5710
2016,California,6408730,61464559,16085142,8676531,15468283,5397144,17139733,124674645,5409304,5572315,10995567,8045955,16809120,1460759,4586016,3307309,993148,113426356,7706815,6064113,812671,8674630,49501952,20956413,4396610,524103,3780712,40883140,234460,1471559,8016111,13567971,12279485,26923916,17557870,310551,8318,0
2016,Texas,2504913,20019553,7748187,2992197,5943876,3090987,13880637,83343071,2270689,0,6243561,1940315,8983817,581615,29594,1427352,368689,37620343,1459580,1897113,868728,4193452,16559877,5316386,826240,30923,2145429,17137946,548113,515264,3200376,2598085,5877277,17819866,7693560,194989,886468,0
2016,South Carolina,587475,3439704,784348,355728,705331,173866,1844509,14308521,570467,0,2173251,496197,884877,155183,6009,358665,81887,7581562,237955,548445,222179,585312,3183951,1258021,130309,34013,222843,3233990,208083,288293,539464,68308,976548,6553299,1237484,65264,0,0
2016,United States Total,41939028,337320086,68865596,46544337,77884697,32533195,177981696,973025032,44186638,6436351,75542844,49870633,105221185,12025959,7330017,24666426,8876781,652513527,30613791,33559295,14848760,55546392,289473759,95886685,14362972,2106861,24009201,223524550,6991956,6042024,47982402,72124154,126843661,181437107,109116058,4107109,1380622,7742285
2016,Wyoming,143900,827223,212226,142050,216548,117282,797918,3148585,210448,0,90724,15151,46749,32396,28738,114252,176217,853413,187685,200144,152640,78859,533724,424430,39217,980,118031,309667,0,0,95151,6717,578331,1203197,233497,16307,15,96006
2016,District of Columbia,328468,508838,316763,132515,144915,114633,354822,2765772,280169,0,0,678972,561678,75218,0,118357,0,3785463,67548,79166,206826,592945,394205,455573,108188,28970,0,3314303,0,0,275695,2997540,824792,269888,593345,41235,0,0
2016,Indiana,546989,2961555,746687,595053,1034548,333332,2707124,17490235,563928,0,1166118,828612,1915694,402890,17586,239009,6431,12767122,388903,748203,105166,991706,2621792,782672,162789,31359,223461,2882974,742859,12121,877689,227310,1779203,5273855,1253596,96028,6503,0
2016,Oklahoma,473309,2757014,962839,391276,726031,386652,2594757,10555857,524636,0,1196146,499108,564912,137476,37118,218073,0,6660627,165800,430295,65638,347227,2370362,1088081,136290,11754,189137,2275965,32925,14703,526960,84055,700845,1129593,1026168,85288,16847,0
2016,New Hampshire,96237,781509,110827,150326,198457,61777,716554,4130584,172860,0,11844,212809,439172,54162,7971,135687,0,2259221,65256,171708,83409,163679,719732,143439,66620,10765,51444,149677,0,47,233609,27006,748502,54859,393792,29351,1039,528628
2016,Nevada,597725,2578586,1071652,478551,702020,342324,1730335,6084804,285462,0,110017,292590,778841,101527,17048,29166,0,3569076,256238,289285,176546,603192,2236262,384049,168378,7632,367202,1463494,0,0,554585,281825,642097,919561,1180808,62453,83,0
2016,Pennsylvania,1000972,14872844,1264690,1759592,3550608,2340879,10562496,41545149,1777085,0,138954,1896196,4184843,219889,8229,875093,282803,30143713,767112,1510599,1179065,2324167,12249162,5334444,373778,224408,603051,4713497,628619,78362,806968,2681234,3398197,4313581,3743124,102457,6146,1817619
2016,Oregon,666900,5577262,823009,766942,1217389,502085,2092679,13379582,965238,0,637705,657559,1152629,225469,29309,146710,334947,10263844,672038,715385,188270,888821,4740230,1588717,357361,18335,314530,2340121,2079,116829,738659,877328,2421945,2577078,1315523,54756,9961,428366
