Year,State,Parks and recreation,Insurance trust expenditure,Water supply,Judicial and legal,Correction,Unemployment compensation,Highways,Education,Financial administration,Other insurance trust,Electric power,Housing and community development,Interest on general debt,Libraries,Miscellaneous commercial activities,Solid waste management,Workers' compensation,Public welfare,Natural resources,Other governmental administration,General public buildings,Sewerage,Employee retirement,Health,Protective inspection and regulation,Parking facilities,Air transportation (airports),Utility expenditure,Gas supply,Sea and inland port facilities,Fire protection,Transit,Other and unallocable,Hospitals,Police protection,Employment security administration,Veterans' services,Liquor store expenditure
2017,Utah,535875,1706002,673282,378224,569377,171743,1832007,9954407,550567,0,1049113,363667,494438,110387,44510,193742,13958,3907919,277528,462051,352599,345888,1520301,746428,86609,107,432159,2204992,9524,0,330117,473073,1013598,2261865,769997,11632,4124,274970
2017,Alabama,546254,3713854,1036028,368410,734305,176349,2486023,14017829,613600,0,1715216,562480,992775,94396,17592,306807,0,7001467,260274,476595,107161,422124,3537505,901253,153180,14738,137606,3174213,350882,91218,515228,72087,1499444,6315082,1283440,94177,6108,329044
2017,Georgia,1392159,7524133,2216835,1383080,2118288,340304,4327694,28063419,1155992,33007,2348863,1153367,1494484,189857,55661,724361,0,12219563,565281,842617,402522,1226363,7150822,2326808,159155,8364,791413,6129525,715367,338836,1168448,848460,2019784,5196175,2739699,35082,8603,0
2017,Montana,109646,1079973,286415,199105,258364,115163,838291,2945766,231529,0,1366,89043,178224,29855,86881,84586,132989,2222087,332181,182499,57170,141938,831821,446203,39324,6213,78498,327102,0,1311,136519,39321,278987,149774,333103,46554,2400,83148
2017,West Virginia,213136,1630306,317449,267525,355002,183054,1230779,5389873,345439,0,18539,140177,295540,51339,1584,88691,124169,4713914,236165,256305,103381,304363,1323083,288254,81745,7239,41318,394637,214,916,123667,58435,717871,364668,394610,18916,11742,75689
2017,Missouri,736129,5510471,732348,565429,945969,295544,2375401,15283672,671268,0,1399631,711565,1547576,279261,24874,153152,99133,9414150,430586,575063,192306,1186720,5115794,2452890,105909,22000,325158,2768407,128092,2817,881909,508336,2221262,4150060,1789420,39752,878,0
2017,Illinois,3113758,21183723,2854667,1511309,2113677,1922282,9237765,37714622,2080825,32,1071368,2104980,6915590,812205,24297,624184,43956,22612482,634555,1960486,645393,1644456,19217453,2140237,258916,75292,1440537,8575489,76876,14141,2653956,4572578,7851899,3223944,5255868,50778,10045,0
2017,Michigan,1398060,9849840,1696844,1214850,2480828,822345,4266954,30736448,1195404,0,1449317,1065412,2856825,400766,97123,510355,15689,17087649,421481,734407,203737,2480579,9011806,4303821,453756,41508,591767,3855897,0,4674,982962,709736,3570352,5193770,2582037,176102,0,872771
2017,Maryland,975332,5872005,1507667,964733,1935543,533426,3371900,20822628,974298,62601,70443,1526931,1867526,188561,37339,655210,93785,13201818,645708,615745,355393,1386941,5182193,1810961,281636,60309,323579,3537660,5633,215654,1179440,1953917,3590034,591765,2651888,51021,2323,269931
2017,Tennessee,641932,5876613,1283164,842607,1118480,203911,2248898,14527304,891023,0,6684008,832895,1543056,145046,70918,439443,0,11003399,418617,541028,369895,818690,5672702,1774555,139252,12880,467573,9217315,1001470,1252,771021,248673,1636185,3737779,1957167,58354,5658,0
2017,Wisconsin,697570,6057555,665661,662671,1492977,462622,5598298,18495141,508111,0,1311020,336195,1418641,306428,13516,405923,5463,12699379,613695,1015415,317874,1052579,5589470,1595006,216260,60986,316597,2365045,1456,23819,720382,386908,1094908,2432634,1850700,89037,22054,0
2017,Delaware,84525,786621,101029,200943,327693,72679,840026,4020096,256907,0,293783,173508,288216,55848,4,89335,5234,2519112,88171,140285,96440,202900,708708,513881,68995,10219,7487,540908,0,57957,38585,146096,211975,83059,378957,17165,0,0
2017,Massachusetts,504362,8966668,1392339,1053969,1452153,1515911,3814668,23183200,1152528,0,1344535,2734226,3071116,311950,20283,399958,39345,22324498,248103,444781,1061170,1368806,7411412,1700709,303098,16790,621166,6268844,43204,105060,1297007,3488766,6476656,1579388,2234987,197482,5931,0
2017,Arkansas,275788,2030776,495874,226525,511683,139021,2038261,8309697,661233,0,459639,203223,500817,103403,41377,228115,15392,7437663,337645,233622,37936,316646,1876363,273155,95081,2912,111893,987830,2453,3222,306810,29864,381374,1278120,677646,87782,1951,0
2017,South Dakota,176989,602565,141002,95771,185258,30041,960677,2393944,181819,0,184664,104557,175685,30682,50309,52402,1090,1208733,209138,85290,56096,110366,571434,130494,35239,4504,62125,353579,9547,0,68676,18366,295919,145456,212291,10132,1357,14550
2017,Virginia,1118219,6108510,1317071,1025986,2647991,363469,4955425,26755829,1554245,0,418108,1187323,2217339,331683,10944,642263,5094,12038487,322487,699962,775999,1590477,5739947,2377260,299509,52829,683181,3384667,188830,596446,1372019,1460658,2215513,5280484,2494461,76239,25865,623049
2017,Connecticut,264089,5649865,381061,678105,622077,722677,2239940,13481273,585541,0,359351,788632,1932867,166040,4435,273543,26216,3817103,213187,695227,128053,641579,4900972,1076608,102647,49054,27451,1423979,17787,911,626552,665780,2865569,1437043,1179303,21090,28383,0
2017,Iowa,359029,2633894,610782,365514,442174,429594,2794560,10907199,410364,0,505674,255920,599520,141345,62679,271343,0,5660892,600645,222238,133011,581767,2204300,443338,108548,23393,83840,1292440,55589,12,273313,120395,1396548,3870502,811432,52854,1936,212932
2017,New York,3093253,35807096,3165954,4153096,6523051,2281256,12220045,85160649,3968365,0,5937539,6599820,13972475,1132292,43661,3008670,1470217,70299560,663148,1333746,1430901,3633033,32055623,7202123,740294,90233,2367338,30763549,7206,322773,3943729,21652850,22207831,17077075,10381172,202909,6505,0
2017,Alaska,128692,1405722,143333,240249,323921,128990,1412550,3278975,297653,0,531661,294620,305478,37943,260167,115968,3282,2576874,369235,302353,89635,119619,1273450,244089,38170,13074,376461,799060,73465,148143,241144,50601,669400,473310,365305,22119,0,7543
2017,North Dakota,404745,699807,420639,108101,222362,144300,1746929,2976883,153294,0,22480,83804,240236,20127,241716,73673,146856,1532559,406537,98951,59318,98742,408651,223777,44374,2864,107747,459133,207,0,121014,15807,631923,54216,250219,15689,812,0
2017,Minnesota,1343766,5707508,878752,771628,1034326,820753,4812313,19717469,1368161,0,1698608,1097445,1650926,273458,68529,389553,46775,15021559,870416,632576,308127,1045769,4839980,1320214,204401,64299,492062,3303911,88374,58952,489375,638177,1613605,2281105,1996899,45446,14575,287841
2017,Florida,3301245,11955298,4369024,2491944,4555977,392845,11271111,42777405,3016814,0,4378631,2340346,3833909,573332,761250,2606759,51849,28079027,4024615,1273677,290160,3758313,11510604,5635463,803703,211931,2729192,10988094,213147,525391,4030212,2027292,6639085,9759915,8509422,314357,10357,0
2017,Kentucky,364434,4641224,882763,557645,883652,307160,2197511,12861843,485936,0,680534,462860,1317067,192018,57850,230538,205575,11354782,392748,531130,114946,591916,4128489,921550,109634,32105,190661,2048921,288281,32554,390354,197343,897004,2484078,762165,115836,50374,0
2017,California,6668138,64645906,17655707,9091097,14624717,5455277,16441059,133834566,5529640,5919211,10661012,8701314,17398471,1587263,1666288,3338971,944295,112014809,7114661,6790494,787320,9050713,52327123,23975652,4469564,517554,4653418,43593282,273113,1479848,8500946,15003450,11457922,29637723,18875370,309629,18608,0
2017,Texas,2721683,20525764,7596122,3178313,6326404,2850547,15192816,89472546,2665298,0,6561328,1998064,8999549,624669,27261,1508538,357466,38591617,1478761,2121896,903088,4076358,17317751,6228084,862508,34933,2057032,17252921,543971,598879,3396724,2551500,5332663,18498747,8149098,93000,276561,0
2017,South Carolina,584314,3702193,788252,391076,743215,180898,2277922,15065229,603230,0,2393210,464551,883722,162201,6376,388791,76104,7924042,272563,582866,230161,689684,3445191,1396410,136426,30361,203207,3505000,226002,372039,559885,97536,939443,6480767,1305492,63800,0,0
2017,United States Total,45453800,351922399,71515032,47682531,79360627,31069183,181111713,1015891954,48019981,6770915,76417870,52965862,106284399,12441612,4444896,25002925,8361700,676894517,32000566,35503426,14757340,57115470,305720601,103699518,14394997,2110128,26028822,232596498,6114794,6357079,50403849,78548802,130376751,192687466,113644846,3999297,702165,8213309
2017,Wyoming,151324,837909,232786,122192,198100,91691,663502,3064645,201819,0,89130,33241,54031,31851,26160,105821,176505,858542,189254,212984,132944,82779,569713,605873,37003,1011,101854,327622,0,0,95969,5706,633575,1205690,223152,39076,39,96624
2017,District of Columbia,262117,569290,276773,148175,197189,143942,454310,2906833,276338,0,0,988118,589071,93064,0,134136,0,3763527,83164,134341,217212,582484,425348,659432,107253,30860,0,4702459,0,0,281620,4425686,682245,254501,639302,46679,0,0
2017,Indiana,488753,2984613,699776,621152,1056387,298253,2558021,18028397,532671,0,1359879,861489,1707706,356290,20762,245762,6297,13952916,435962,816726,147345,1184081,2680063,942010,128952,10994,248741,2565180,293066,16438,846833,212459,2138269,5284029,1342060,83162,9023,0
2017,Oklahoma,533214,2777038,932336,358901,776718,309565,2585263,10474005,502027,0,1428447,516779,534780,100726,42747,242203,0,6774239,181505,392267,47265,360175,2467473,1135168,139186,9274,165959,2491843,30791,9539,619553,100269,674375,1303498,1007597,81420,15544,0
2017,New Hampshire,117518,811846,115371,161057,225981,55346,755418,4159980,555907,0,12319,214776,429664,56493,5834,126596,0,2413417,65275,185148,87243,162212,756500,145583,58589,13398,41091,161725,0,110,257394,34035,372729,61520,420331,24439,1097,546271
2017,Nevada,590819,2606225,1122231,496121,772971,310927,2032588,6676546,369158,0,101921,288411,825879,106868,16958,31512,0,3953863,304759,328197,137857,464735,2295298,438359,188671,9353,324449,1521395,0,0,551206,297243,704905,1090349,1271655,61682,114,0
2017,Pennsylvania,1080778,15227138,1449596,1995900,3735909,2062889,9786248,43189434,1848256,0,156614,2114285,4188448,201907,14318,898476,217274,34243736,796796,1617461,994335,2622914,12946975,5576470,392048,236976,656743,4911711,525821,14665,843421,2779680,3708586,4426248,3876566,102487,6075,1920735
2017,Oregon,740157,5715863,840272,792654,1305108,487250,2119540,13631379,941304,0,688989,710337,1174361,248076,32642,160656,270187,10494004,567399,711603,231369,922114,4958426,1777901,361720,17940,364946,2492310,679,153028,778185,962370,2007103,2697785,1375220,56442,7979,390399
