F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
     Unemployment compensation,"40,546,814",0.00,"232,044",0.00,"165,568",0.00,"504,468",0.00,"261,312",0.00,"6,082,473",0.00,"694,052",0.00,"806,210",0.00,"115,304",0.00,"176,957",0.00,"865,033",0.00,"752,629",0.00,"173,609",0.00,"164,990",0.00,"2,174,192",0.00,"576,597",0.00,"512,212",0.00,"269,441",0.00,"526,712",0.00,"237,625",0.00,"130,001",0.00,"606,014",0.00,"1,495,705",0.00,"1,372,847",0.00,"629,244",0.00,"139,999",0.00,"510,802",0.00,"103,993",0.00,"95,990",0.00,"614,288",0.00,"77,109",0.00,"2,426,328",0.00,"260,832",0.00,"3,007,589",0.00,"1,090,624",0.00,"168,360",0.00,"1,237,566",0.00,"253,680",0.00,"1,041,423",0.00,"3,153,660",0.00,"261,398",0.00,"391,461",0.00,"42,543",0.00,"322,860",0.00,"2,581,939",0.00,"223,759",0.00,"151,097",0.00,"544,548",0.00,"1,247,657",0.00,"196,779",0.00,"805,218",0.00,"70,073",0.00
     Employee retirement,"567,052,646",0.00,"6,197,281",0.00,"2,066,214",0.00,"9,012,695",0.00,"4,424,860",0.00,"117,135,791",0.00,"5,710,431",0.00,"6,830,891",0.00,"1,177,606",0.00,"861,768",0.00,"25,517,066",0.00,"12,706,642",0.00,"2,493,015",0.00,"2,536,777",0.00,"22,003,477",0.00,"3,913,160",0.00,"4,853,744",0.00,"3,500,723",0.00,"5,157,019",0.00,"8,503,308",0.00,"1,900,442",0.00,"7,972,141",0.00,"12,148,704",0.00,"14,344,483",0.00,"11,409,014",0.00,"4,814,740",0.00,"10,466,768",0.00,"1,735,627",0.00,"2,397,888",0.00,"5,794,706",0.00,"1,578,162",0.00,"11,045,760",0.00,"4,021,992",0.00,"61,274,634",0.00,"12,221,269",0.00,"941,025",0.00,"24,688,666",0.00,"5,050,518",0.00,"10,483,861",0.00,"15,912,883",0.00,"1,377,612",0.00,"5,663,824",0.00,"1,748,715",0.00,"16,585,615",0.00,"35,656,247",0.00,"3,010,714",0.00,"628,803",0.00,"11,928,487",0.00,"12,093,645",0.00,"2,486,733",0.00,"10,206,277",0.00,"860,223",0.00
     Workers' compensation,"16,223,102",0.00,0,0.00,"5,185",0.00,0,0.00,"19,375",0.00,"2,338,613",0.00,"664,634",0.00,"36,546",0.00,"8,914",0.00,0,0.00,"154,490",0.00,0,0.00,0,0.00,"218,454",0.00,"51,281",0.00,"6,517",0.00,0,0.00,0,0.00,"231,697",0.00,"73,424",0.00,"10,961",0.00,"27,609",0.00,"90,971",0.00,"15,304",0.00,"79,066",0.00,"5,263",0.00,"101,855",0.00,"223,515",0.00,62,0.00,0,0.00,0,0.00,"260,605",0.00,"30,413",0.00,"3,130,251",0.00,0,0.00,"243,951",0.00,"2,307,266",0.00,0,0.00,"702,440",0.00,"241,970",0.00,"19,659",0.00,"81,785",0.00,13,0.00,0,0.00,"1,225,124",0.00,"18,294",0.00,0,0.00,"2,943",0.00,"3,065,385",0.00,"170,754",0.00,"9,040",0.00,"349,473",0.00
     Other insurance trust revenue,"8,168,576",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"6,734,729",0.00,"1,938",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"107,194",0.00,0,0.00,0,0.00,48,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"155,218",0.00,0,0.00,"96,219",0.00,"399,020",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"478,468",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"195,742",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
           Expenditure1,"3,675,275,393",0.00,"47,236,677",0.00,"14,957,472",0.00,"60,140,105",0.00,"27,702,361",0.00,"569,661,386",0.00,"60,879,274",0.00,"41,020,146",0.00,"12,100,844",0.00,"18,803,720",0.00,"177,068,304",0.00,"85,760,733",0.00,"16,827,834",0.00,"13,210,484",0.00,"146,491,172",0.00,"59,616,849",0.00,"35,013,182",0.00,"30,486,370",0.00,"45,273,336",0.00,"49,306,963",0.00,"12,971,988",0.00,"69,963,812",0.00,"92,931,885",0.00,"99,635,503",0.00,"68,286,562",0.00,"30,205,417",0.00,"55,394,963",0.00,"10,996,274",0.00,"23,329,323",0.00,"26,167,326",0.00,"12,638,642",0.00,"115,124,314",0.00,"24,718,782",0.00,"348,348,392",0.00,"92,254,587",0.00,"11,079,552",0.00,"129,841,910",0.00,"34,910,380",0.00,"52,979,524",0.00,"151,354,208",0.00,"12,869,273",0.00,"49,964,966",0.00,"8,014,603",0.00,"62,108,835",0.00,"263,193,775",0.00,"30,215,790",0.00,"7,959,781",0.00,"83,464,705",0.00,"91,811,317",0.00,"18,144,791",0.00,"62,479,396",0.00,"10,357,605",0.00
By character and object:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Intergovernmental expenditure1,"3,206,650",0.00,0,0.00,0,0.00,0,0.00,175,0.00,"2,886,443",0.00,"2,016",0.00,0,0.00,"1,026",0.00,0,0.00,0,0.00,0,0.00,382,0.00,0,0.00,"5,763",0.00,"2,125",0.00,0,0.00,62,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"12,328",0.00,"5,368",0.00,348,0.00,0,0.00,"30,909",0.00,0,0.00,0,0.00,"1,721",0.00,0,0.00,"16,500",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"17,002",0.00,"57,572",0.00,0,0.00,"125,138",0.00,"18,735",0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00,0,0.00,14,0.00,0,0.00,0,0.00,0,0.00,"23,019",0.00
     Direct expenditure,"3,672,068,743",0.00,"47,236,677",0.00,"14,957,472",0.00,"60,140,105",0.00,"27,702,186",0.00,"566,774,943",0.00,"60,877,258",0.00,"41,020,146",0.00,"12,099,818",0.00,"18,803,720",0.00,"177,068,304",0.00,"85,760,733",0.00,"16,827,452",0.00,"13,210,484",0.00,"146,485,409",0.00,"59,614,724",0.00,"35,013,182",0.00,"30,486,308",0.00,"45,273,336",0.00,"49,306,963",0.00,"12,971,988",0.00,"69,963,812",0.00,"92,919,557",0.00,"99,630,135",0.00,"68,286,214",0.00,"30,205,417",0.00,"55,364,054",0.00,"10,996,274",0.00,"23,329,323",0.00,"26,165,605",0.00,"12,638,642",0.00,"115,107,814",0.00,"24,718,782",0.00,"348,348,392",0.00,"92,254,587",0.00,"11,079,552",0.00,"129,824,908",0.00,"34,852,808",0.00,"52,979,524",0.00,"151,229,070",0.00,"12,850,538",0.00,"49,964,966",0.00,"8,014,603",0.00,"62,108,835",0.00,"263,193,775",0.00,"30,215,786",0.00,"7,959,781",0.00,"83,464,691",0.00,"91,811,317",0.00,"18,144,791",0.00,"62,479,396",0.00,"10,334,586",0.00
          Current operations,"2,771,854,723",0.00,"37,115,042",0.00,"10,830,984",0.00,"45,781,051",0.00,"21,879,026",0.00,"425,128,722",0.00,"43,951,755",0.00,"28,916,343",0.00,"9,431,602",0.00,"12,463,075",0.00,"138,689,290",0.00,"65,267,003",0.00,"12,491,937",0.00,"10,509,281",0.00,"101,369,511",0.00,"47,663,697",0.00,"26,514,145",0.00,"23,384,162",0.00,"33,860,783",0.00,"37,417,958",0.00,"10,589,467",0.00,"54,729,511",0.00,"70,787,240",0.00,"78,199,733",0.00,"51,286,853",0.00,"24,030,312",0.00,"43,002,260",0.00,"8,509,134",0.00,"18,177,561",0.00,"19,065,456",0.00,"10,309,682",0.00,"88,389,207",0.00,"19,312,895",0.00,"257,828,422",0.00,"72,958,730",0.00,"7,564,106",0.00,"96,108,922",0.00,"26,091,034",0.00,"40,830,426",0.00,"115,163,832",0.00,"9,758,821",0.00,"38,365,059",0.00,"5,984,629",0.00,"47,666,500",0.00,"193,049,273",0.00,"22,968,719",0.00,"6,658,293",0.00,"64,594,719",0.00,"67,832,841",0.00,"14,419,802",0.00,"47,004,430",0.00,"7,951,487",0.00
          Capital outlay,"365,557,941",0.00,"4,411,167",0.00,"2,215,875",0.00,"5,181,666",0.00,"2,779,260",0.00,"45,132,247",0.00,"7,667,322",0.00,"3,971,639",0.00,"1,240,483",0.00,"4,290,121",0.00,"19,778,532",0.00,"9,367,146",0.00,"2,328,270",0.00,"1,145,037",0.00,"14,845,145",0.00,"5,650,395",0.00,"4,611,080",0.00,"3,917,571",0.00,"4,216,754",0.00,"4,803,775",0.00,"898,697",0.00,"5,838,962",0.00,"8,674,299",0.00,"6,997,274",0.00,"8,141,258",0.00,"2,445,569",0.00,"4,507,488",0.00,"1,132,926",0.00,"3,316,123",0.00,"2,986,450",0.00,"846,194",0.00,"8,240,293",0.00,"2,105,769",0.00,"33,160,521",0.00,"9,084,500",0.00,"2,434,116",0.00,"11,299,338",0.00,"4,687,980",0.00,"4,649,839",0.00,"13,411,982",0.00,"786,580",0.00,"5,356,554",0.00,"1,083,912",0.00,"5,401,410",0.00,"35,296,209",0.00,"3,997,570",0.00,"575,290",0.00,"9,104,146",0.00,"11,682,007",0.00,"1,449,544",0.00,"6,988,788",0.00,"1,422,868",0.00
               Construction,"293,993,038",0.00,"3,417,095",0.00,"1,952,808",0.00,"4,260,023",0.00,"2,297,446",0.00,"36,433,577",0.00,"6,191,188",0.00,"3,421,958",0.00,"1,053,439",0.00,"2,671,867",0.00,"15,433,616",0.00,"7,780,825",0.00,"1,613,767",0.00,"813,020",0.00,"11,693,823",0.00,"4,031,392",0.00,"3,857,570",0.00,"3,289,523",0.00,"3,394,729",0.00,"3,775,709",0.00,"756,664",0.00,"5,062,634",0.00,"6,253,534",0.00,"5,069,018",0.00,"6,023,146",0.00,"1,932,544",0.00,"3,452,456",0.00,"968,228",0.00,"2,597,427",0.00,"2,338,458",0.00,"657,931",0.00,"6,891,207",0.00,"1,735,478",0.00,"28,703,597",0.00,"7,010,231",0.00,"2,123,951",0.00,"9,411,247",0.00,"3,562,058",0.00,"4,002,613",0.00,"10,650,455",0.00,"638,692",0.00,"4,297,567",0.00,"947,191",0.00,"3,909,229",0.00,"29,868,985",0.00,"2,882,701",0.00,"462,704",0.00,"7,398,661",0.00,"8,907,032",0.00,"1,147,745",0.00,"5,773,866",0.00,"1,172,413",0.00
               Other capital outlay,"71,564,903",0.00,"994,072",0.00,"263,067",0.00,"921,643",0.00,"481,814",0.00,"8,698,670",0.00,"1,476,134",0.00,"549,681",0.00,"187,044",0.00,"1,618,254",0.00,"4,344,916",0.00,"1,586,321",0.00,"714,503",0.00,"332,017",0.00,"3,151,322",0.00,"1,619,003",0.00,"753,510",0.00,"628,048",0.00,"822,025",0.00,"1,028,066",0.00,"142,033",0.00,"776,328",0.00,"2,420,765",0.00,"1,928,256",0.00,"2,118,112",0.00,"513,025",0.00,"1,055,032",0.00,"164,698",0.00,"718,696",0.00,"647,992",0.00,"188,263",0.00,"1,349,086",0.00,"370,291",0.00,"4,456,924",0.00,"2,074,269",0.00,"310,165",0.00,"1,888,091",0.00,"1,125,922",0.00,"647,226",0.00,"2,761,527",0.00,"147,888",0.00,"1,058,987",0.00,"136,721",0.00,"1,492,181",0.00,"5,427,224",0.00,"1,114,869",0.00,"112,586",0.00,"1,705,485",0.00,"2,774,975",0.00,"301,799",0.00,"1,214,922",0.00,"250,455",0.00
          Assistance and subsidies,"60,213,554",0.00,"863,787",0.00,"158,727",0.00,"2,503,584",0.00,"459,974",0.00,"11,730,775",0.00,"906,697",0.00,"499,488",0.00,"337,898",0.00,"862,994",0.00,"1,861,192",0.00,"1,256,042",0.00,"143,013",0.00,"159,954",0.00,"1,655,114",0.00,"1,383,921",0.00,"614,732",0.00,"211,535",0.00,"1,101,626",0.00,"636,214",0.00,"177,222",0.00,"1,596,700",0.00,"1,022,829",0.00,"1,450,168",0.00,"1,354,888",0.00,"399,073",0.00,"637,600",0.00,"87,961",0.00,"174,890",0.00,"494,757",0.00,"225,240",0.00,"1,521,263",0.00,"275,787",0.00,"4,535,910",0.00,"1,886,504",0.00,"120,046",0.00,"1,769,076",0.00,"605,412",0.00,"492,836",0.00,"2,973,757",0.00,"168,850",0.00,"1,207,432",0.00,"149,160",0.00,"1,283,475",0.00,"3,462,478",0.00,"828,978",0.00,"161,116",0.00,"1,231,786",0.00,"1,225,792",0.00,"318,476",0.00,"976,564",0.00,"50,261",0.00
          Interest on debt,"122,520,126",0.00,"1,132,827",0.00,"346,164",0.00,"1,891,133",0.00,"553,150",0.00,"20,137,293",0.00,"2,325,712",0.00,"1,982,811",0.00,"303,214",0.00,"618,240",0.00,"4,783,992",0.00,"2,346,409",0.00,"375,286",0.00,"241,864",0.00,"7,431,916",0.00,"1,932,098",0.00,"639,331",0.00,"946,008",0.00,"1,452,949",0.00,"1,476,731",0.00,"278,489",0.00,"1,926,634",0.00,"3,468,521",0.00,"3,133,120",0.00,"1,795,707",0.00,"584,466",0.00,"1,706,235",0.00,"186,280",0.00,"541,469",0.00,"1,012,717",0.00,"445,680",0.00,"3,377,541",0.00,"632,667",0.00,"17,016,443",0.00,"2,105,130",0.00,"261,477",0.00,"3,156,562",0.00,"691,344",0.00,"1,290,560",0.00,"4,452,361",0.00,"555,392",0.00,"1,333,728",0.00,"194,337",0.00,"1,880,837",0.00,"10,860,051",0.00,"714,517",0.00,"144,464",0.00,"2,425,530",0.00,"3,579,956",0.00,"326,663",0.00,"1,452,059",0.00,"72,061",0.00
          Insurance benefits and repayments,"351,922,399",0.00,"3,713,854",0.00,"1,405,722",0.00,"4,782,671",0.00,"2,030,776",0.00,"64,645,906",0.00,"6,025,772",0.00,"5,649,865",0.00,"786,621",0.00,"569,290",0.00,"11,955,298",0.00,"7,524,133",0.00,"1,488,946",0.00,"1,154,348",0.00,"21,183,723",0.00,"2,984,613",0.00,"2,633,894",0.00,"2,027,032",0.00,"4,641,224",0.00,"4,972,285",0.00,"1,028,113",0.00,"5,872,005",0.00,"8,966,668",0.00,"9,849,840",0.00,"5,707,508",0.00,"2,745,997",0.00,"5,510,471",0.00,"1,079,973",0.00,"1,119,280",0.00,"2,606,225",0.00,"811,846",0.00,"13,579,510",0.00,"2,391,664",0.00,"35,807,096",0.00,"6,219,723",0.00,"699,807",0.00,"17,491,010",0.00,"2,777,038",0.00,"5,715,863",0.00,"15,227,138",0.00,"1,580,895",0.00,"3,702,193",0.00,"602,565",0.00,"5,876,613",0.00,"20,525,764",0.00,"1,706,002",0.00,"420,618",0.00,"6,108,510",0.00,"7,490,721",0.00,"1,630,306",0.00,"6,057,555",0.00,"837,909",0.00
          Exhibit: Salaries and wages,"969,069,544",0.00,"13,488,703",0.00,"3,519,744",0.00,"15,175,168",0.00,"7,307,396",0.00,"146,980,180",0.00,"17,091,181",0.00,"12,953,776",0.00,"2,933,444",0.00,"4,388,687",0.00,"44,990,929",0.00,"24,937,010",0.00,"4,477,381",0.00,"4,085,677",0.00,"38,630,560",0.00,"15,341,989",0.00,"10,374,951",0.00,"9,415,283",0.00,"11,022,958",0.00,"11,774,819",0.00,"3,352,387",0.00,"19,837,064",0.00,"22,728,473",0.00,"25,286,492",0.00,"17,657,840",0.00,"8,025,732",0.00,"14,701,588",0.00,"2,887,602",0.00,"6,467,671",0.00,"7,114,809",0.00,"3,766,429",0.00,"34,028,897",0.00,"5,953,920",0.00,"86,254,325",0.00,"28,012,163",0.00,"2,564,698",0.00,"31,423,782",0.00,"9,280,416",0.00,"12,548,071",0.00,"33,553,629",0.00,"3,253,796",0.00,"12,852,591",0.00,"2,193,392",0.00,"15,188,972",0.00,"77,298,399",0.00,"7,941,373",0.00,"2,110,870",0.00,"24,779,329",0.00,"26,143,017",0.00,"4,365,650",0.00,"15,870,254",0.00,"2,736,076",0.00
Direct expenditure by function,"3,672,068,743",0.00,"47,236,677",0.00,"14,957,472",0.00,"60,140,105",0.00,"27,702,186",0.00,"566,774,943",0.00,"60,877,258",0.00,"41,020,146",0.00,"12,099,818",0.00,"18,803,720",0.00,"177,068,304",0.00,"85,760,733",0.00,"16,827,452",0.00,"13,210,484",0.00,"146,485,409",0.00,"59,614,724",0.00,"35,013,182",0.00,"30,486,308",0.00,"45,273,336",0.00,"49,306,963",0.00,"12,971,988",0.00,"69,963,812",0.00,"92,919,557",0.00,"99,630,135",0.00,"68,286,214",0.00,"30,205,417",0.00,"55,364,054",0.00,"10,996,274",0.00,"23,329,323",0.00,"26,165,605",0.00,"12,638,642",0.00,"115,107,814",0.00,"24,718,782",0.00,"348,348,392",0.00,"92,254,587",0.00,"11,079,552",0.00,"129,824,908",0.00,"34,852,808",0.00,"52,979,524",0.00,"151,229,070",0.00,"12,850,538",0.00,"49,964,966",0.00,"8,014,603",0.00,"62,108,835",0.00,"263,193,775",0.00,"30,215,786",0.00,"7,959,781",0.00,"83,464,691",0.00,"91,811,317",0.00,"18,144,791",0.00,"62,479,396",0.00,"10,334,586",0.00
     Direct general expenditure,"3,079,336,537",0.00,"40,019,566",0.00,"12,745,147",0.00,"49,873,317",0.00,"24,683,580",0.00,"458,535,755",0.00,"50,334,332",0.00,"33,946,302",0.00,"10,772,289",0.00,"13,531,971",0.00,"154,124,912",0.00,"72,107,075",0.00,"14,038,463",0.00,"11,664,936",0.00,"116,726,197",0.00,"54,064,931",0.00,"30,873,916",0.00,"26,858,867",0.00,"38,583,191",0.00,"42,974,993",0.00,"11,645,699",0.00,"60,284,216",0.00,"77,684,045",0.00,"85,051,627",0.00,"58,986,954",0.00,"26,315,950",0.00,"47,085,176",0.00,"9,506,051",0.00,"17,838,953",0.00,"22,037,985",0.00,"11,118,800",0.00,"97,572,561",0.00,"21,470,436",0.00,"281,777,747",0.00,"80,444,151",0.00,"9,920,612",0.00,"107,533,952",0.00,"29,583,927",0.00,"44,380,952",0.00,"129,169,486",0.00,"10,910,235",0.00,"42,757,773",0.00,"7,043,909",0.00,"47,014,907",0.00,"225,415,090",0.00,"26,029,822",0.00,"7,190,570",0.00,"73,348,465",0.00,"74,583,360",0.00,"16,044,159",0.00,"54,056,796",0.00,"9,072,431",0.00
          Capital outlay,"312,060,031",0.00,"3,968,575",0.00,"1,934,725",0.00,"3,931,637",0.00,"2,613,634",0.00,"34,758,719",0.00,"6,188,751",0.00,"3,682,904",0.00,"1,193,759",0.00,"1,555,728",0.00,"17,949,968",0.00,"8,394,363",0.00,"1,606,068",0.00,"1,074,649",0.00,"12,901,680",0.00,"5,398,580",0.00,"4,381,608",0.00,"3,590,285",0.00,"3,903,582",0.00,"4,625,108",0.00,"866,918",0.00,"4,822,884",0.00,"7,005,026",0.00,"6,367,335",0.00,"7,513,545",0.00,"2,308,461",0.00,"4,164,446",0.00,"941,675",0.00,"2,470,856",0.00,"2,616,647",0.00,"821,958",0.00,"7,387,099",0.00,"1,884,819",0.00,"25,622,081",0.00,"8,113,775",0.00,"2,250,357",0.00,"10,523,083",0.00,"3,829,154",0.00,"4,003,110",0.00,"12,318,093",0.00,"692,486",0.00,"4,902,826",0.00,"1,032,206",0.00,"4,353,874",0.00,"31,145,235",0.00,"3,669,656",0.00,"537,613",0.00,"7,941,959",0.00,"8,785,355",0.00,"1,336,502",0.00,"6,879,794",0.00,"1,296,880",0.00
          Other direct general expenditure,"2,767,276,506",0.00,"36,050,991",0.00,"10,810,422",0.00,"45,941,680",0.00,"22,069,946",0.00,"423,777,036",0.00,"44,145,581",0.00,"30,263,398",0.00,"9,578,530",0.00,"11,976,243",0.00,"136,174,944",0.00,"63,712,712",0.00,"12,432,395",0.00,"10,590,287",0.00,"103,824,517",0.00,"48,666,351",0.00,"26,492,308",0.00,"23,268,582",0.00,"34,679,609",0.00,"38,349,885",0.00,"10,778,781",0.00,"55,461,332",0.00,"70,679,019",0.00,"78,684,292",0.00,"51,473,409",0.00,"24,007,489",0.00,"42,920,730",0.00,"8,564,376",0.00,"15,368,097",0.00,"19,421,338",0.00,"10,296,842",0.00,"90,185,462",0.00,"19,585,617",0.00,"256,155,666",0.00,"72,330,376",0.00,"7,670,255",0.00,"97,010,869",0.00,"25,754,773",0.00,"40,377,842",0.00,"116,851,393",0.00,"10,217,749",0.00,"37,854,947",0.00,"6,011,703",0.00,"42,661,033",0.00,"194,269,855",0.00,"22,360,166",0.00,"6,652,957",0.00,"65,406,506",0.00,"65,798,005",0.00,"14,707,657",0.00,"47,177,002",0.00,"7,775,551",0.00
     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Education,"1,015,891,954",0.00,"14,017,829",0.00,"3,278,975",0.00,"16,603,856",0.00,"8,309,697",0.00,"133,834,566",0.00,"17,399,590",0.00,"13,481,273",0.00,"4,020,096",0.00,"2,906,833",0.00,"42,777,405",0.00,"28,063,419",0.00,"3,409,534",0.00,"3,560,860",0.00,"37,714,622",0.00,"18,028,397",0.00,"10,907,199",0.00,"9,819,797",0.00,"12,861,843",0.00,"12,350,810",0.00,"3,548,725",0.00,"20,822,628",0.00,"23,183,200",0.00,"30,736,448",0.00,"19,717,469",0.00,"8,252,731",0.00,"15,283,672",0.00,"2,945,766",0.00,"7,318,806",0.00,"6,676,546",0.00,"4,159,980",0.00,"38,818,020",0.00,"6,876,786",0.00,"85,160,649",0.00,"27,117,952",0.00,"2,976,883",0.00,"35,725,995",0.00,"10,474,005",0.00,"13,631,379",0.00,"43,189,434",0.00,"3,453,672",0.00,"15,065,229",0.00,"2,393,944",0.00,"14,527,304",0.00,"89,472,546",0.00,"9,954,407",0.00,"2,759,247",0.00,"26,755,829",0.00,"24,596,442",0.00,"5,389,873",0.00,"18,495,141",0.00,"3,064,645",0.00
                    Capital outlay,"98,467,552",0.00,"1,259,290",0.00,"325,340",0.00,"1,235,219",0.00,"740,483",0.00,"11,209,344",0.00,"2,051,768",0.00,"1,057,663",0.00,"344,238",0.00,"421,748",0.00,"3,047,166",0.00,"2,824,212",0.00,"374,577",0.00,"160,496",0.00,"2,475,590",0.00,"2,014,179",0.00,"1,237,123",0.00,"1,504,238",0.00,"1,364,506",0.00,"1,016,403",0.00,"198,032",0.00,"1,960,652",0.00,"2,218,160",0.00,"3,011,711",0.00,"2,579,131",0.00,"747,857",0.00,"1,167,638",0.00,"278,683",0.00,"953,167",0.00,"627,265",0.00,"266,827",0.00,"2,993,488",0.00,"948,016",0.00,"6,938,683",0.00,"2,146,273",0.00,"394,076",0.00,"3,321,345",0.00,"1,214,110",0.00,"1,492,225",0.00,"3,522,854",0.00,"95,569",0.00,"1,788,145",0.00,"247,328",0.00,"1,164,694",0.00,"13,737,922",0.00,"1,335,631",0.00,"164,658",0.00,"2,495,118",0.00,"3,329,240",0.00,"392,854",0.00,"1,531,876",0.00,"540,741",0.00
                 Higher education,"296,636,897",0.00,"5,111,951",0.00,"847,085",0.00,"6,051,870",0.00,"2,634,939",0.00,"41,476,361",0.00,"6,441,729",0.00,"3,399,896",0.00,"1,488,617",0.00,"124,602",0.00,"11,010,118",0.00,"6,013,401",0.00,"1,206,613",0.00,"1,126,817",0.00,"9,188,689",0.00,"6,427,255",0.00,"3,707,707",0.00,"3,491,121",0.00,"4,479,553",0.00,"3,478,033",0.00,"782,344",0.00,"6,276,297",0.00,"5,542,088",0.00,"11,861,290",0.00,"5,693,338",0.00,"3,020,360",0.00,"3,979,121",0.00,"972,056",0.00,"2,364,593",0.00,"1,498,413",0.00,"940,165",0.00,"7,440,103",0.00,"2,744,488",0.00,"14,179,812",0.00,"10,230,742",0.00,"1,045,649",0.00,"9,873,366",0.00,"4,102,728",0.00,"4,776,669",0.00,"11,359,719",0.00,"692,395",0.00,"4,448,063",0.00,"748,879",0.00,"3,751,844",0.00,"30,528,242",0.00,"4,572,609",0.00,"892,984",0.00,"8,198,970",0.00,"7,464,391",0.00,"1,769,466",0.00,"6,268,384",0.00,"910,972",0.00
                    Capital outlay,"34,227,903",0.00,"615,008",0.00,"154,782",0.00,"660,215",0.00,"221,281",0.00,"3,808,862",0.00,"875,736",0.00,"548,966",0.00,"207,595",0.00,0,0.00,"748,168",0.00,"806,437",0.00,"175,863",0.00,"47,443",0.00,"573,054",0.00,"755,409",0.00,"429,655",0.00,"646,608",0.00,"607,997",0.00,"336,301",0.00,"49,685",0.00,"704,205",0.00,"964,904",0.00,"1,685,216",0.00,"437,337",0.00,"367,421",0.00,"368,602",0.00,"96,091",0.00,"264,076",0.00,"164,353",0.00,"110,063",0.00,"1,208,576",0.00,"388,759",0.00,"1,654,140",0.00,"814,589",0.00,"106,693",0.00,"1,385,552",0.00,"578,413",0.00,"664,776",0.00,"1,562,125",0.00,"9,175",0.00,"556,227",0.00,"81,214",0.00,"371,943",0.00,"3,905,085",0.00,"505,669",0.00,"108,224",0.00,"940,122",0.00,"984,302",0.00,"186,671",0.00,"594,602",0.00,"189,713",0.00
                 Elementary & secondary,"662,913,351",0.00,"7,856,065",0.00,"2,346,857",0.00,"8,251,016",0.00,"5,132,406",0.00,"85,975,639",0.00,"9,949,680",0.00,"9,358,047",0.00,"2,052,117",0.00,"2,782,231",0.00,"28,340,387",0.00,"19,868,901",0.00,"2,068,682",0.00,"2,204,638",0.00,"26,596,977",0.00,"10,427,722",0.00,"6,682,248",0.00,"6,026,134",0.00,"7,321,821",0.00,"8,078,409",0.00,"2,560,533",0.00,"13,712,977",0.00,"16,260,988",0.00,"17,433,881",0.00,"13,004,611",0.00,"4,621,112",0.00,"10,389,513",0.00,"1,867,828",0.00,"4,701,734",0.00,"4,631,761",0.00,"2,971,769",0.00,"27,266,218",0.00,"3,708,851",0.00,"68,901,213",0.00,"15,043,767",0.00,"1,807,396",0.00,"24,335,571",0.00,"5,753,205",0.00,"7,581,818",0.00,"29,432,956",0.00,"2,512,912",0.00,"9,018,343",0.00,"1,513,203",0.00,"9,788,360",0.00,"56,489,114",0.00,"5,108,641",0.00,"1,650,954",0.00,"17,415,398",0.00,"15,748,757",0.00,"3,100,226",0.00,"11,350,610",0.00,"1,909,154",0.00
