Year,State,Parks and recreation,Insurance trust expenditure,Water supply,Judicial and legal,Correction,Unemployment compensation,Highways,Education,Financial administration,Other insurance trust,Electric power,Housing and community development,Interest on general debt,Libraries,Miscellaneous commercial activities,Solid waste management,Workers' compensation,Public welfare,Natural resources,Other governmental administration,General public buildings,Sewerage,Employee retirement,Health,Protective inspection and regulation,Parking facilities,Air transportation (airports),Utility expenditure,Gas supply,Sea and inland port facilities,Fire protection,Transit,Other and unallocable,Hospitals,Police protection,Employment security administration,Veterans' services,Liquor store expenditure
2018,Idaho,197841,1184651,145766,227949,428917,86773,1017178,3840068,330822,0,75310,167766,233164,67123,10977,191773,152699,2731715,332779,150969,163641,242418,945179,287426,71647,888,56674,248492,0,1892,196375,27416,375813,729374,456993,8162,0,134897
2018,Arizona,819983,4922782,1764734,1050508,1722728,237310,2674638,17355915,521851,0,3646086,513186,1208576,198719,6626,463149,0,15117530,524490,624941,206056,761298,4685472,855510,210093,10516,713812,6424831,37806,0,1153138,976204,1456590,708375,2398553,111827,8689,0
2018,Hawaii,315937,1585961,406752,324844,228042,169438,760819,3658214,280227,0,0,315227,335022,38121,438,285240,0,2983737,156749,154174,150925,431652,1416523,569558,71551,3896,678573,1184125,0,123165,256643,777373,1837682,552966,487077,6883,0,0
2018,Washington,1523658,7879401,1423649,1218499,1774778,1055124,4379205,26798855,852761,0,5354155,1639697,2993723,472335,81161,815523,2158122,12979557,1329606,608270,109034,1939747,4666155,3956770,532813,28536,689391,9899464,6445,435878,1187546,3115214,2553849,7265843,2245330,175531,14061,0
2018,Colorado,1787551,6221486,1841008,918850,1359858,415641,3396314,18696390,1229774,11375,1097896,1008476,2202724,322801,84489,139119,383824,9861493,576559,964876,375659,931342,5410646,743157,129398,55934,844897,4330959,173609,0,1025406,1218446,2467673,2744524,2049535,59478,2686,0
2018,Utah,586951,1767063,748128,415792,588254,153262,1972210,10555744,583482,0,1101595,382920,572291,120816,41027,194945,13654,4054324,308405,428156,395713,365829,1600147,828881,90368,2588,680563,2431329,5423,0,301106,576182,1195001,2494212,810722,11096,3785,286824
2018,Alabama,493043,3855655,1005793,418483,775193,157469,2841605,14660310,611563,0,1686185,542350,1024864,93610,20482,291221,0,6759024,249973,476403,104772,480246,3698186,883568,158850,15917,102374,3077682,312354,92201,534330,73351,1329781,6648880,1303635,96328,6757,340566
2018,Georgia,1183873,8141667,2372698,1471355,2134771,318888,4374691,29489842,1306436,33447,2453342,1127790,1564016,170154,78447,708566,0,12698558,592962,787487,518609,1222261,7789332,2335660,163104,9817,866324,6460617,786150,323906,1177644,848427,1995068,5424329,2772653,30598,11261,0
2018,Montana,105805,1110801,201369,190501,264164,110765,864154,3088644,244633,0,18,88447,194525,28203,61356,82087,132767,2268621,352431,168611,57293,164357,867269,398870,39109,7133,61701,240441,0,2861,104992,39053,258475,146184,345079,42928,2295,85974
2018,West Virginia,228776,1634477,263135,255533,363783,142434,1319761,5151687,343809,0,13830,157563,679133,52889,1042,84068,107542,4584727,230084,260406,116084,251160,1384501,279061,77974,7011,57390,352987,227,0,130437,75796,674995,374624,409341,20612,12967,76949
2018,Missouri,740428,5817356,868417,557745,957973,284123,2598661,15400686,666114,0,1363539,683561,1576205,256985,25016,159752,100665,9946511,379915,570095,180234,1256817,5432568,2391875,106998,21546,346448,2864593,124137,199,827658,508501,2264917,4105978,1866004,41464,910,0
2018,Illinois,3019939,21503328,2627613,1470074,2708608,1805810,7901913,38605466,1871610,24,985563,2100715,7941767,1144500,22289,520463,43162,23255623,678450,2153321,695682,1361337,19654332,2078930,238882,61422,1748454,7783047,23634,2,2610761,4146236,12213575,3407544,5693214,45692,14461,0
2018,Michigan,1151443,9919529,1686953,1331662,2494881,766417,4660963,32345460,1540119,0,1431116,1029859,3055517,389131,98734,536529,15689,17420090,466047,774652,195732,2483015,9137423,4336633,503242,48118,575318,3838333,0,11888,1075404,720264,3856581,5420878,2735818,176744,0,903029
2018,Maryland,1062136,6142870,1495790,986573,1890761,495386,3729849,21320702,982850,62601,73386,1568747,2144853,180329,32107,684059,88257,13182500,696232,706296,413713,1613992,5496626,1790961,282111,53112,321523,3586088,6891,136359,1230377,2010021,3856851,605003,2776640,47424,2464,263851
2018,Tennessee,619176,3597480,1218964,948816,1170253,212961,2571753,15004812,947833,0,6724295,829663,1536244,149540,49168,553281,0,11295749,419499,568495,458482,820295,3384519,1789336,147867,16138,484641,9982436,1789714,2113,770890,249463,1864514,4051207,2180641,59090,5844,0
2018,Wisconsin,778424,6284063,725223,688279,1513986,409954,4549156,19208498,502471,0,1301802,334200,1355279,314704,12164,392549,5463,12664183,643984,1151101,359234,1241159,5868646,1345652,215535,71829,324659,2410801,0,16364,692883,383777,1121433,2442240,1865706,86492,19508,0
2018,Delaware,79606,816331,96970,193720,340098,66699,763131,3960424,251554,0,306712,179926,281359,46148,4,93878,5234,2712144,82157,140537,83710,218985,744398,532632,67409,10718,7896,553703,0,55656,38294,150021,233270,80689,358715,16540,0,0
2018,Massachusetts,512651,9023553,1481490,1063102,1501681,1500798,3427420,23383271,1182214,0,1425073,2938740,3128508,316669,16526,382997,43000,23807565,263037,458990,1120258,1365477,7479755,1820469,306976,16105,622141,6876443,45370,112392,1363070,3924511,6970373,1612105,2327960,185244,6573,0
2018,Arkansas,255481,2158020,486199,226315,509244,126221,2006317,8678948,629099,0,467110,192749,543917,105510,43362,204635,14486,6823298,370589,226795,34509,302004,2017313,278238,94940,2758,131288,991791,3418,3771,326446,35064,365597,1371086,725178,90015,1850,0
2018,South Dakota,163323,628484,146701,99040,185429,28151,911368,2534171,181678,0,167370,103638,207182,30470,30640,55694,1089,1226350,191186,87230,68457,107069,599244,124054,38359,4018,67108,345162,9677,0,63748,21414,340481,136536,219909,11153,1430,13012
2018,Virginia,1138896,6412595,1300777,1029946,2706513,325686,5596848,27147019,1604477,0,406138,1005761,2322885,367077,10368,597921,2671,12636804,311530,704177,840813,1537410,6084238,2417326,305689,91128,751991,3385693,194799,614709,1450791,1483980,2406039,5826208,2553764,78147,30499,653778
2018,Connecticut,264865,5839629,383063,630662,616281,685062,2112315,13510317,577515,0,353749,751171,2005733,176167,4640,272639,26164,3889706,199437,661506,141936,675066,5128403,1028280,103692,59118,29729,1437101,19023,1840,596717,681266,3315271,1447957,1225671,20868,25598,0
2018,Iowa,362580,2706740,598592,377332,446601,381894,2854611,11049993,411114,0,470721,242885,584232,143221,58740,287926,0,6223305,591493,245399,120544,634336,2324846,423936,105488,26353,128756,1251924,61646,0,280186,120966,1252879,4158319,837998,51413,1665,222840
2018,New York,3068636,37360144,2979298,4301887,6224562,2212927,14916768,88185432,3573990,0,6617885,7055477,14272391,1076578,43939,3199482,1638595,76217805,544472,1343924,1465769,3756124,33508622,7239784,769963,93992,2737050,32958249,7413,297994,4033026,23353652,23741478,18019454,10702712,206733,6469,0
2018,Alaska,127681,1441427,135291,307334,443122,110607,1576388,3179142,411071,0,398391,264366,304328,43845,263494,119627,3260,2682120,546156,366952,152037,137153,1327560,295334,50686,11962,403433,650204,62099,128106,227235,54424,1377882,467788,444859,53215,0,4827
2018,North Dakota,258483,667124,309197,103390,174106,104931,1423180,2907797,151042,0,20689,90807,248816,20761,282293,73681,123839,1546975,360637,88546,73355,78601,438354,191067,42177,2753,75829,346670,638,0,60969,16146,572843,49414,234245,15278,652,0
2018,Minnesota,1358400,5906546,939361,767586,1134285,808664,5019315,20068635,1409283,0,1778650,1337260,1675697,236631,14899,441672,37852,17035204,849431,431086,200841,1229886,5060030,1468180,145714,72865,521143,3548652,99604,57416,515291,731037,2412157,2040417,2159896,42130,31239,311497
2018,Florida,3550863,13029297,4971708,2546640,4842769,377624,11169297,44793383,3412823,0,5021414,2412300,3672536,569576,3420236,2603702,44479,28957960,4110248,1311676,302262,3928341,12607194,5792478,830735,202787,2988948,12222445,190518,523587,4089285,2038804,7202349,10247552,8870403,305179,11857,0
2018,Kentucky,405415,4726900,892343,552544,900191,293450,2140003,12922263,497038,0,687327,427654,1337841,123619,56518,231717,190883,11823622,427335,514423,110715,684593,4242567,799508,128404,66218,197612,2081830,307997,92683,417177,194162,901641,2605684,773054,114423,53330,0
2018,California,6296071,67992968,18871293,8861723,15538360,5232224,18076883,140270623,5544320,6353278,10034547,8543797,18321931,1767857,1999414,3417585,1027717,122547624,6789818,7244849,688372,10974919,55379749,26205010,4542033,505392,5235669,44366056,203005,1333782,9113197,15257210,14065005,30422716,20356461,299604,19058,0
2018,Texas,2776093,20957864,7928735,3429696,6161625,2325678,21927912,91697858,2767504,0,6356040,2659093,9713450,708129,36962,1600809,363787,39851174,1651107,2302380,982936,4284931,18268399,6403281,901140,30996,1993207,17773068,561588,603537,3589236,2926705,6245782,19777292,8536062,91145,784964,0
2018,South Carolina,623893,4253702,799241,400049,782845,170942,2326026,15521625,615157,0,2389264,512912,850058,175956,7050,437171,73266,8043294,250686,592293,231445,726900,4009494,1446180,142422,31224,151086,3525862,250639,401950,638446,86718,909439,6690684,1322637,98397,0,0
2018,United States Total,45941390,362317795,73962955,48634696,81524313,28970572,194537584,1048329000,49330140,7205406,77826446,53966040,110992032,12936494,7607318,25997070,8141272,706594810,32474416,36640247,15657742,60642609,318000545,106109709,14751138,2203156,28623705,239388754,6964192,6314398,51006012,80635161,144602904,200953089,118559271,3938207,1228709,8396250
2018,Wyoming,144986,837294,208150,123820,205842,54335,665504,2751426,209675,0,84537,35980,50523,31338,39021,98924,174469,871374,199461,196573,178481,89806,608490,590677,36801,820,162314,298268,0,0,85365,5581,592793,1240447,219332,36823,121,102029
2018,District of Columbia,333052,559698,331486,162027,252810,131764,601126,3041661,310984,0,0,1024368,617961,128721,0,136337,0,3759609,86889,189993,226935,611516,427934,739427,121079,35421,0,4076547,0,0,317468,3745061,597100,357699,627829,44331,0,0
2018,Indiana,554396,3012367,775189,658288,1146063,257129,2734105,18549527,550709,0,1384397,838181,1746360,412592,16964,302905,6227,13955843,459916,936450,210437,1264332,2749011,976582,135537,18258,211610,2694608,327929,20141,802877,207093,2282645,5630672,1512012,79292,8230,0
2018,Oklahoma,529949,2804000,903757,350707,767349,230313,2566872,10492568,476671,0,1806948,507660,529961,116633,56156,256776,0,6790086,180589,385091,46127,382358,2573687,1094002,146418,12078,133604,2842465,45232,7548,564649,86529,694434,1303810,1026589,75543,15785,0
2018,New Hampshire,119347,844885,113784,170692,219086,51300,752278,4232726,583165,0,13666,218799,429678,60671,5532,134003,0,2405956,66063,236963,80348,210259,793585,172668,62382,15688,46238,172105,0,11,249304,44655,385136,63389,463221,22720,1225,550093
2018,Nevada,718103,2755209,1092377,521725,789904,297279,2101713,7062057,392573,0,105813,300992,921158,147080,16569,31498,0,4279607,347505,249350,93694,382257,2457930,450824,191131,9925,396750,1531875,0,0,568776,333685,921622,1119255,1360243,64348,521,0
2018,Pennsylvania,1080854,15382565,1471278,2052534,3722268,1878398,10896458,44125160,1918044,0,160891,1976642,4452212,196339,2932,1226547,163892,31622178,800087,1543541,1245578,2803383,13340275,5733122,383429,218366,671975,5121545,500692,97445,907557,2988684,3836592,4713191,3864430,102562,6932,1937382
2018,Oregon,728804,6130882,847773,834026,1373984,483717,2105480,14491750,978473,0,742133,768589,1320884,254517,165222,164053,270493,11244149,592956,753769,238413,1080973,5376672,1738944,378662,20197,390178,2513610,679,146448,797613,923025,2128387,3002376,1434948,51799,7678,406226
