Year,State,Parks and recreation,Insurance trust expenditure,Water supply,Judicial and legal,Correction,Unemployment compensation,Highways,Education,Financial administration,Other insurance trust,Electric power,Housing and community development,Interest on general debt,Libraries,Miscellaneous commercial activities,Solid waste management,Workers' compensation,Public welfare,Natural resources,Other governmental administration,General public buildings,Sewerage,Employee retirement,Health,Protective inspection and regulation,Parking facilities,Air transportation (airports),Utility expenditure,Gas supply,Sea and inland port facilities,Fire protection,Transit,Other and unallocable,Hospitals,Police protection,Employment security administration,Veterans' services,Liquor store expenditure
2015,Mississippi,236612,2526839,364712,247068,497657,123114,1614073,7822090,512050,0,434649,271777,436844,49688,5463,184712,0,5847018,345709,246618,96751,352750,2403725,392713,68362,1229,98577,963493,141304,66510,264694,22828,927978,3651126,729351,114054,3480,256248
2015,Idaho,143916,1047543,145255,211500,546691,112387,883307,3222484,292348,0,75689,134512,237056,55280,40815,160483,137145,2549274,292313,112727,104370,187270,798011,340023,58271,56,56948,250921,33,1324,174772,29944,320013,687022,404541,37697,0,112560
2015,Arizona,644373,4484180,1264292,961423,1685612,314073,2235299,13890587,553316,0,3615680,516628,1304958,170777,3358,387708,0,10111236,476500,633793,197975,777430,4170107,907483,189452,21153,482942,5768073,55224,0,1080485,832877,1173635,951024,2113256,0,15863,0
2015,Hawaii,256766,1359592,335402,289815,212722,178339,697989,3179175,262527,0,0,244160,331896,32723,373,258829,0,2636451,141184,149351,133219,396252,1181253,524069,48986,4747,569120,1155804,0,79394,221498,820402,1265532,658402,456058,6092,1024,0
2015,Washington,1019915,7021509,1323814,1063552,1643703,1012283,4179683,21182814,860764,0,5171240,1352035,2663447,416934,71793,728204,2046146,11552131,1289568,541011,443643,1910398,3963080,3308278,499153,19958,513316,8877144,9224,551061,1378405,2372866,1630911,5262026,1996318,183710,12783,0
2015,Colorado,1171845,5680364,1682099,793648,1289610,519595,2941966,15340623,813029,11357,984392,817235,2076436,281788,111621,135353,442038,7969352,472491,798371,267613,1029463,4707374,741227,123415,44108,766682,4473402,208267,0,884736,1598644,2092218,2249235,1779074,67647,5182,0
2015,Utah,451829,1706626,695686,337526,544210,176367,1584278,8655971,517637,0,1099915,357028,495715,114811,24180,169215,189392,3582549,252316,402795,382355,296922,1340867,529239,73787,69,241306,2218883,8347,0,282078,414935,997734,1564776,687542,10892,2069,240154
2015,Alabama,417911,3680308,896380,351911,741542,223151,2387575,14699632,586779,0,1730403,505630,1031439,98260,19780,258836,0,8146149,263227,447077,109501,332188,3457157,829530,135355,19022,121337,3079279,390895,129975,457054,61601,1506041,5338472,1239236,97330,6212,285733
2015,Georgia,810354,7230936,2271399,1212104,2049030,463325,3187866,25560266,947772,62677,2284445,1216476,1443250,185375,41734,694751,0,11737517,486746,983099,415781,1251027,6704934,2267098,180284,10550,674123,6239872,900257,308052,1101080,783771,1983051,4788883,2547838,33939,8486,0
2015,Montana,102404,947922,146140,156762,256100,108173,902607,2733189,177332,0,830,93576,184672,28229,64139,78325,121162,1517966,259669,161567,59266,132354,718587,349826,35170,5807,65697,187123,0,1277,96372,40153,288669,142754,320048,41558,2199,78470
2015,West Virginia,175084,1442408,302653,262994,334839,210875,1100141,5319408,310405,0,7992,125462,278837,54794,2522,78618,33341,4636156,237934,235385,97516,311264,1198192,281185,72966,7929,62186,367476,405,13932,116489,56426,737356,427631,373308,23067,9811,76406
2015,Missouri,666339,5065092,753490,532036,912165,365140,2405557,14918266,612829,0,1353892,640899,1608732,234664,27356,165010,89540,8916821,396885,534956,198031,1010974,4610412,2059978,96454,21556,301274,2701223,132694,3296,775752,461147,2332483,3696663,1718313,41376,3563,0
2015,Illinois,2600023,18754167,2735987,1642325,2297323,1890947,8865116,37705420,1848121,283,1077171,2178731,6502318,716512,21502,563913,15589,22238504,680868,1610436,650947,1997648,16847348,2151908,324858,60023,1229856,8443048,70159,6960,2570339,4559731,9185161,2716390,5009667,51443,25124,0
2015,Michigan,952794,9526618,1599267,1138136,2496235,874143,3649212,28932005,1090568,0,1172703,1159700,2991453,344376,106156,495403,12467,16378693,417650,701169,241982,2185809,8640008,4186910,421924,56435,484520,3376893,0,5800,917613,604923,3518377,4356241,2434339,107954,0,824929
2015,Maryland,1131111,5624437,1218275,880555,1875742,628053,3434257,19580539,1028211,50011,73226,1428672,2052955,196692,16559,936640,184637,12342448,544256,588794,362769,1304639,4761736,1692618,296940,50160,326111,2559573,182,133517,1102167,1267890,3501348,569320,2574835,58483,2033,259788
2015,Tennessee,676087,3239382,1220465,722391,1123563,304801,2211620,13968277,783816,0,6676562,865024,1151856,137259,78542,407544,0,10848714,354310,496870,345663,867626,2934581,938093,135243,11395,407897,9478040,1353659,1252,692730,227354,1614921,3279388,1809025,64765,5411,0
2015,Wisconsin,666629,5702800,701804,630031,1510474,631630,4473794,17748869,702640,0,1357144,334947,1300310,309221,11201,381470,2054,11606648,854679,972438,309591,957897,5069116,1772697,250454,56507,351668,2449830,1219,6631,682473,389663,1166550,2006613,1818287,111465,27279,0
2015,Delaware,70836,749681,100968,193520,304986,81005,468036,3616850,210531,0,336570,144647,304285,42722,1541,83234,5224,2280592,80441,123427,99001,183908,663452,463110,64540,9219,7108,560369,0,43626,35532,122831,209208,90693,360615,17493,0,0
2015,Massachusetts,477492,8447834,1136618,1135194,913575,1617582,3957367,21878366,957253,236163,1438509,2611007,2909412,305911,23840,382537,53196,19719540,311171,423647,805121,1107906,6540893,1178676,278152,19183,623833,6504132,51393,97671,1241040,3877612,6415912,1575450,2426320,215867,82815,0
2015,Arkansas,259873,1943235,484317,201835,527918,247482,1711893,8133500,667318,0,486636,190540,471419,104302,41217,224799,15100,6591349,341151,227749,41639,322334,1680653,325156,89642,4042,110065,1004349,3247,5165,296426,30149,418521,1073265,677496,90342,1611,0
2015,South Dakota,183217,535467,131203,84369,177293,26215,923556,2249337,159221,0,204380,95123,188985,30091,38214,50080,1865,1113548,173840,102446,56231,109431,507387,178151,29959,3050,42114,359213,12228,0,63566,11402,281598,96717,195390,21458,1386,17159
2015,Virginia,1062607,5763521,1252346,978780,2590849,451964,5045723,25326798,1095668,0,447817,986468,2370770,332262,17541,632658,3978,10882799,266364,697117,716766,1588634,5307579,2170760,286543,61227,675848,2827806,213634,427551,1256710,914009,2339487,4738290,2325404,82881,10983,573490
2015,Connecticut,347591,5154891,364258,706037,697957,746856,2355983,13078525,624681,0,368302,801790,1799399,169386,4601,298901,28411,3751582,249639,785894,133796,613432,4379624,906764,101409,48556,71900,1396843,23364,2460,589368,640919,2859127,1381031,1172595,19225,30750,0
2015,Iowa,326940,2395670,568855,360586,445125,404674,2657345,10839989,443860,0,530788,250453,610162,138381,50827,265613,7519,5838815,429441,208001,132740,536909,1983477,411902,89009,19780,99785,1274662,62222,8,254433,112797,1265676,3417048,745119,48940,1413,192289
2015,New York,2872656,32953841,2923229,4059183,6056416,2530138,11017892,79661297,3485476,0,6965750,5397963,13207285,969089,32436,2808402,1463941,60349815,635868,1254581,1467378,3133115,28959762,6776522,864793,106896,2244848,33145211,18069,365707,3649927,23238163,23030437,14613814,9569397,235694,11467,0
2015,Alaska,134566,1296371,148786,261625,348405,129736,1593636,3661680,338775,0,526736,340108,361331,52626,483822,143299,4285,2013118,383882,336325,126287,112862,1162350,269346,17389,1482,328665,752347,29099,169256,239799,47726,2191093,459227,395059,40572,0,3072
2015,North Dakota,267663,717875,388137,101184,139665,127939,1690004,2943802,123338,0,25153,78868,188926,16763,260677,71215,248085,1441878,291548,96253,44231,102815,341851,179009,34492,4895,54078,428285,333,0,56234,14662,565294,52334,191154,17912,3735,0
2015,Minnesota,1059057,5262035,711119,707681,910930,774496,4403912,16981462,821766,0,1494508,939749,1712837,233116,43540,340819,50831,13565758,890907,563505,375624,874525,4436708,1095091,175280,63544,345510,2827540,122658,60531,452116,499255,1665879,2023299,1840392,51261,16348,291141
2015,Florida,2829911,10959011,4340630,2408991,4331700,632493,10465060,39693103,2409921,0,4838680,2431905,4292434,577639,1030802,2379120,73868,26958435,3065706,1153963,404449,3276528,10252650,5088956,704987,167793,2323813,11112716,218141,598501,3738753,1715265,6003935,8530717,7529788,323491,8745,0
2015,Kentucky,335393,4271561,890009,608193,861661,348801,2917368,11811275,491958,0,666570,419853,1620965,150629,62439,214891,200652,10887508,432687,455094,92728,555910,3722108,853977,93810,28847,215255,2103436,357271,28882,340262,189586,972140,2129038,771509,128711,58253,5204
2015,California,5832536,59820206,15073016,7809942,15275175,5675924,16562840,115172333,5203616,5386930,11746317,8282602,16671528,1418198,4120992,2928725,1511574,102369041,4829149,5811366,796122,6927309,47245778,19655706,3735717,485649,3197818,41697322,222404,1895948,7501465,14655585,11464691,25665180,16535225,413393,15473,0
2015,Texas,2435642,18579958,7920725,2839704,5576316,2467411,12622191,80037196,2214799,0,6469618,1993988,9370219,553585,33093,1428259,374053,35419136,1506327,1667137,861366,3968681,15738494,5005177,791043,29598,2076797,17679823,573895,459430,3051963,2715585,5549606,17378091,7307829,193613,558242,0
2015,South Carolina,574124,3331620,779379,346061,715377,156864,1579962,13684109,661858,0,2391854,466423,1065860,142946,5858,346048,88554,7623285,240548,447629,174007,575577,3086202,1206479,127474,26588,226107,3491306,250627,182170,494267,69446,947250,6028911,1150431,55846,0,0
2015,United States Total,39678352,325108671,66905364,44330807,76641224,33351774,171083749,934353108,43116935,6564951,79044704,49754263,105612997,11570428,7287369,23941702,9786034,613501946,28560373,32185208,15126632,51888368,275405912,91809580,13300010,1983970,22675172,228353988,7457162,6311613,45966782,74946758,130125361,170198338,104806925,4223228,1044996,7686609
2015,Wyoming,160457,761738,202764,136952,214198,76945,812934,2958410,202186,0,111743,16191,51752,31885,25727,87694,189785,822785,196464,187423,126145,73379,495008,399471,37709,1675,98077,325522,0,0,83671,11015,606825,1134946,222334,26687,6,95540
2015,District of Columbia,220494,482504,320815,107058,142372,132726,469871,2724401,262970,0,0,604553,521577,71910,0,114296,0,3563573,60291,76310,195481,608664,349778,472754,96871,27069,0,2834769,0,0,243139,2513954,901104,277154,584667,41818,0,0
2015,Indiana,468558,3033789,696164,568591,1026456,377759,2734233,16718013,521838,0,1138099,788814,2065313,402196,17790,230689,6431,11589394,401345,710220,116255,889049,2649599,775995,150547,8355,240942,2707087,676307,18630,841538,196517,1558902,4902700,1201353,97478,4384,0
2015,Oklahoma,451055,2696139,871153,390202,690785,271902,2597019,10068576,514394,0,1151617,430341,604366,132506,51733,225250,186772,6675200,318802,375700,62341,337704,2237465,1006928,138559,20986,180816,2131547,33145,9882,515321,75632,689808,1127726,986926,83322,12649,0
2015,New Hampshire,94338,759745,112184,144716,198230,74006,722872,3956760,170336,0,11179,204163,441444,52122,7362,134096,0,1882390,56096,166146,76372,199085,685739,121827,55939,9961,37630,149742,0,293,224958,26379,737177,55161,400873,32391,964,495034
2015,Nevada,709567,2356272,985008,458316,665110,371899,1416118,5979757,259739,0,120617,303487,820245,98647,11047,33374,0,3361207,303931,306554,161465,507197,1984373,373885,156442,7433,368354,1368661,0,0,534753,263036,644509,902014,1123779,67504,499,0
2015,Pennsylvania,923488,14415328,1510340,1731260,3454966,2263379,9760375,39662450,1692100,0,150418,1980153,4150160,210898,6678,891524,298985,26742091,758308,1401552,1449905,2395319,11852964,4816267,364943,215269,555867,4771442,604136,72639,820273,2506548,3136550,3670888,3696527,98469,7847,1762255
2015,Oregon,648281,5265968,907083,667972,1132607,537965,2058285,12211371,919819,0,660188,647025,1116514,217349,26570,133229,297812,9928140,616969,687462,164926,797378,4430191,1277998,333499,15928,253334,2434507,2079,103745,689348,865157,2339387,2457856,1216039,56772,8647,670368
